COMID,FromNode,ToNode,Hydrosq,AreSqKM,pred_stream_area_m2_fill,pred_logw_m,stream_length_m,cum_totco2g_day,cum_stream_area_m2,cum_stream_length_m,TOT_urban16,TOT_forest16,TOT_wetland16,TOT_agrc16,TOT_shrub16,CAT_STREAM_LENGTH,CAT_STREAM_SLOPE,TOT_STREAM_LENGTH,TOT_STREAM_SLOPE,CAT_BASIN_AREA,TOT_BASIN_AREA,cum_totco2g_day_Tsurface_m2,cum_totco2g_day_Tdrain_m2
23101396,50155423,50019899,50219281,1.2447,2146.866437,-0.08250881,2591,192.6497133,2146.866437,2591,0.65,0,0,0,5.5,2.591,0.11,2.59,0.042471,1.24,1.24,0.089735304,0.000155363
23101398,50155424,50019891,50219280,3.7107,5994.499851,0.168014884,4071,144.0313016,5994.499851,4071,0.82,0,0,0,4.27,4.071,0.07,4.07,0.017199,3.71,3.71,0.024027242,3.88E-05
23101404,50155425,50019835,50219279,23.7879,52394.26616,0.592816333,13381,692.1953982,52394.26616,13381,0.09,0,0,5.68,18.57,13.381,0.04,13.38,0.00299,23.79,23.79,0.013211281,2.91E-05
23101406,50155426,50019175,50219278,4.0923,8037.009632,0.190306564,5184,6.501340997,8037.009632,5184,1.72,0,0,0,0.62,5.184,0.03,5.18,0.005792,4.09,4.09,0.000808925,1.59E-06
23101408,50019835,50019820,50051324,16.623,38811.95526,0.980982755,4055,6479.620018,280401.8529,86992,1.2,0.06,0,16.93,19.54,4.055,0.01,86.99,0.009426,16.62,129.96,0.023108335,4.99E-05
23101412,50019836,50019848,50038208,1.9764,11822.64217,1.010126212,1155,7296.851755,313692.1459,120267,0.49,0.01,0,12.98,16.39,1.155,0.01,120.27,0.016962,1.98,147.63,0.023261187,4.94E-05
23101414,50155427,50019845,50219277,5.8545,13206.6221,0.272122856,7055,36.48549605,13206.6221,7055,0.18,0,0,9.75,23.98,7.055,0.04,7.06,0.005666,5.85,5.85,0.002762667,6.24E-06
23101416,50019837,50019845,50106239,7.8156,19032.48385,0.543455851,5445,500.2931681,35303.83056,16233,0.06,0,0,3.85,24.98,5.445,0.03,16.23,0.0191,7.82,19.17,0.014171073,2.61E-05
23101418,50155428,50019838,50219276,1.2816,2021.948577,-0.075251387,2403,2214.047711,2021.948577,2403,11.94,54.85,0,0,22.05,2.403,0.1,2.4,0.041667,1.28,1.28,1.095006933,0.001729725
23101420,50019838,50019858,50106238,6.4215,17392.67967,0.431749092,6437,31918.04924,25101.59853,14045,5.81,33.37,0,0,33.87,6.437,0.06,14.05,0.030605,6.42,11.76,1.271554447,0.00271412
23101422,50155429,50019424,50219275,1.368,2301.590151,-0.059718509,2643,7292.680151,2301.590151,2643,4.74,71.91,0,0,23.36,2.643,0.14,2.64,0.05303,1.37,1.37,3.168539867,0.005323124
23101424,50155430,50019891,50219274,1.9665,2994.781112,0.023311973,2841,27.42993085,2994.781112,2841,0.87,0,0,0,0.82,2.841,0.08,2.84,0.028169,1.97,1.97,0.009159244,1.39E-05
23101428,50019839,50019833,50054794,5.0247,17133.91453,0.933920396,1995,3101.611985,207379.2387,87004,0.42,0.01,0,16.56,21.2,1.995,0.01,87,0.017471,5.02,105.78,0.014956232,2.93E-05
23101430,50155431,50019830,50219273,2.3157,2265.521766,0.060695288,1972,9.149811592,2265.521766,1972,0,0,0,0,3.07,1.972,0.05,1.97,0.025381,2.32,2.32,0.004038722,3.94E-06
23101432,50155432,50019848,50219272,1.1439,1556.585305,-0.101729249,1964,142.7605637,1556.585305,1964,1.34,0,0,0,0,1.964,0.1,1.96,0.05102,1.14,1.14,0.091713935,0.000125229
23101434,50019840,50019846,50070147,2.9079,9122.933696,0.852918389,1280,1705.281256,134345.293,57136,0.47,0.02,0,21.4,16.27,1.28,0.01,57.14,0.014351,2.91,74.22,0.012693271,2.30E-05
23101436,50019841,50019842,50106237,3.807,12908.87552,0.545828541,3673,1169.527232,39422.79479,20876,0.08,0,0,2.56,52.64,3.673,0.03,20.88,0.021073,3.81,19.37,0.029666269,6.04E-05
23101438,50019842,50019839,50058906,1.9692,7521.671955,0.916805794,911,3013.661993,187156.9539,82483,0.39,0.01,0,17.35,22.76,0.911,0.02,82.48,0.017095,1.97,98.15,0.016102324,3.07E-05
23101440,50155433,50019849,50219271,3.6423,4176.106581,0.163660436,2864,2.745263259,4176.106581,2864,0.97,0,0,3.04,13.29,2.864,0.05,2.86,0.017483,3.64,3.64,0.000657374,7.54E-07
23101442,50155434,50019843,50219270,1.2375,1709.117326,-0.08250881,2069,5.085347511,1709.117326,2069,0,0,0,0,14.47,2.069,0.07,2.07,0.033816,1.24,1.24,0.002975423,4.10E-06
23101444,50019843,50019849,50137361,0.0315,404.1022352,0.294797559,205,8.168195701,6677.428227,4872,1.88,0,0,0.31,10.06,0.205,0.04,4.87,0.028747,0.03,6.46,0.001223255,1.26E-06
23101446,50019844,50019840,50078278,4.9239,9730.556973,0.833714732,1427,1297.980673,120066.0435,50242,0.37,0.02,0,21.14,17.24,1.427,0.01,50.24,0.010151,4.92,68.24,0.010810556,1.90E-05
23101448,50019845,50019844,50089421,0.297,2929.873959,0.607155502,724,544.0688128,51440.32662,24012,0.1,0,0,5.28,24.51,0.724,0.02,24.01,0.01541,0.3,25.33,0.010576698,2.15E-05
23101450,50155435,50019853,50219269,5.958,12168.98103,0.276381477,6441,0,12168.98103,6441,0,0,0,0,16.66,6.441,0.04,6.44,0.006211,5.96,5.96,0,0
23101452,50155436,50019853,50219268,13.0185,31226.42127,0.455017221,10953,374.7784636,31226.42127,10953,0,0,0,0,27.08,10.953,0.05,10.95,0.004566,13.02,13.02,0.012001967,2.88E-05
23101454,50019846,50019842,50063874,0.6426,2503.564311,0.860730132,345,1750.542516,140212.4871,60696,0.45,0.02,0,20.91,15.75,0.345,0.01,60.7,0.015651,0.64,76.8,0.012484926,2.28E-05
23101458,50019847,50019844,50106236,14.2677,14869.13512,0.699817599,2968,727.2771943,58895.15993,24803,0.43,0.03,0,30.73,13.59,2.968,0.01,24.8,0.005242,14.27,37.99,0.012348675,1.91E-05
23101460,50155437,50019847,50219267,5.0508,8796.619682,0.238505918,5079,575.4212633,8796.619682,5079,0.3,0,0,10.64,6.49,5.079,0.03,5.08,0.005906,5.05,5.05,0.065413907,0.000113945
23101464,50155438,50019859,50219266,1.6911,1935.614102,-0.011732825,1988,4.457212717,1935.614102,1988,0.27,0,0,0,0.21,1.988,0.05,1.99,0.025126,1.69,1.69,0.002302738,2.64E-06
23101466,50019848,50019859,50036807,3.4488,17881.82091,1.01714067,1719,7635.591709,333130.5521,123950,0.58,0.01,0,12.59,15.9,1.719,0.01,123.95,0.017346,3.45,152.23,0.022920719,5.02E-05
23101468,50019849,50019850,50106235,0.4977,1629.713133,0.408008399,637,14.31593572,12483.24794,8373,1.81,0,0,3.47,11.85,0.637,0.03,8.37,0.026284,0.5,10.6,0.001146812,1.35E-06
23101470,50019850,50019900,50089420,0.063,62.18571904,0.431943402,23,223.6461522,14117.12545,10411,1.93,0,0,3.88,15.94,0.023,0.01,10.41,0.025937,0.06,11.77,0.015842188,1.90E-05
23101472,50155439,50019851,50219265,6.3666,17946.34565,0.291590276,9173,82.34185266,17946.34565,9173,0.2,0,0,13.94,30.85,9.173,0.05,9.17,0.005453,6.37,6.37,0.004588224,1.29E-05
23101474,50019851,50019847,50137360,5.3496,4291.512554,0.537414099,1245,98.67260079,35229.40513,16756,0.49,0.07,0,38.36,19.24,1.245,0.01,16.76,0.00537,5.35,18.67,0.002800859,5.29E-06
23101476,50155440,50140827,50219264,9.6849,22058.8375,0.387252822,9041,17.50933135,22058.8375,9041,0.39,0.46,0,15.17,16.42,9.041,0.01,9.04,0.001106,9.68,9.68,0.000793756,1.81E-06
23101478,50155441,50140827,50219263,4.2624,7219.613031,0.199616209,4558,421.1722814,7219.613031,4558,0.06,0,0,4.65,0.4,4.558,0.04,4.56,0.008772,4.26,4.26,0.058337238,9.89E-05
23101482,50155442,50019421,50219262,2.1861,2259.169911,0.047513058,2027,11256.3577,2259.169911,2027,9.13,87.73,0,0,1.89,2.027,0.11,2.03,0.054187,2.19,2.19,4.982519307,0.005139889
23101484,50155443,50019852,50219261,7.7373,14750.4251,0.336122946,6804,0,14750.4251,6804,0.55,0,0,6.64,43.42,6.804,0.03,6.8,0.004412,7.74,7.74,0,0
23101486,50019852,50019835,50054793,20.484,39745.85375,0.895816999,5052,5724.767786,189195.6314,69556,1.31,0.07,0,13.92,22.53,5.052,0.01,69.56,0.01107,20.48,89.54,0.030258457,6.39E-05
23101488,50155444,50019851,50219260,6.9561,12991.54693,0.311840051,6338,0,12991.54693,6338,0.66,0.18,0,49.58,22.01,6.338,0.03,6.34,0.004732,6.96,6.96,0,0
23101492,50155445,50019879,50219259,4.8222,7261.286753,0.227849738,4296,383.0250895,7261.286753,4296,0.58,0,0,0,1.46,4.296,0.09,4.3,0.02093,4.82,4.82,0.052748928,7.95E-05
23101494,50155446,50019879,50219258,2.115,2368.056578,0.040086974,2162,1.339812767,2368.056578,2162,2.77,0,0,0,0,2.162,0.05,2.16,0.023148,2.12,2.12,0.000565786,6.32E-07
23101496,50155447,50019843,50219257,5.1894,4564.208666,0.244757179,2598,2.305552772,4564.208666,2598,2.34,0,0,0,9.05,2.598,0.03,2.6,0.011538,5.19,5.19,0.000505137,4.44E-07
23101498,50019853,50019856,50137359,0.5751,5060.656251,0.547943109,1433,380.0230719,48456.05855,18827,0.12,0,0,2,23.92,1.433,0.02,18.83,0.005842,0.58,19.55,0.007842633,1.94E-05
23101500,50019854,50019856,50063873,0.0117,552.0720731,0.712630208,107,5215.563649,76890.30861,37422,0.42,0.14,0,11.32,12.3,0.107,0.01,37.42,0.016301,0.01,40.18,0.067831223,0.000129805
23101502,50019855,50019863,50106234,1.5714,6576.803955,0.274455569,3495,2766.389436,9970.065019,7020,3.47,0,0,0,13.52,3.495,0.05,7.02,0.062678,1.57,5.91,0.277469548,0.000468086
23101504,50155448,50019863,50219256,2.7405,4293.302331,0.098731996,3420,55.70845387,4293.302331,3420,0.56,0,0,0,1.18,3.42,0.05,3.42,0.01462,2.74,2.74,0.012975665,2.03E-05
23101506,50019856,50019852,50058905,1.5948,9352.985426,0.809270916,1451,5620.472915,134699.3526,57700,0.33,0.1,0,9.59,16.42,1.451,0.01,57.7,0.012652,1.59,61.32,0.041726057,9.17E-05
23101510,50155449,50019470,50219255,0.1269,39.60644752,-0.597937983,159,76.09649298,39.60644752,159,11.35,9.22,0,0,79.43,0.159,0,0.16,0,0.13,0.13,1.921315789,0.000585358
23101512,50155450,50019467,50219254,0.9513,1300.413931,-0.143405368,1808,41.25177861,1300.413931,1808,6.34,0.66,0,0,13.06,1.808,0.1,1.81,0.055249,0.95,0.95,0.031722037,4.34E-05
23101514,50019857,50019854,50070146,0.1089,1940.907424,0.692480018,394,4627.526786,70997.96185,33500,0.45,0.15,0,12.28,10.52,0.394,0.01,33.5,0.016119,0.11,36.79,0.065178305,0.000125782
23101518,50019858,50019865,50089419,2.4804,9168.541693,0.475493075,3068,43447.71982,34270.14022,17113,5.06,27.54,0,0,28.98,3.068,0.03,17.11,0.026885,2.48,14.24,1.267801052,0.003051104
23101520,50155451,50019865,50219253,1.2996,1561.328928,-0.071707283,1842,0.276391417,1561.328928,1842,1.94,0,0,0,1.94,1.842,0.03,1.84,0.016304,1.3,1.3,0.000177023,2.13E-07
23101524,50019859,50019860,50035540,1.0359,14269.68423,1.0211893,1359,7704.115959,349335.8504,127297,0.57,0.01,0,12.37,15.63,1.359,0.01,127.3,0.017361,1.04,154.95,0.022053608,4.97E-05
23101526,50155452,50019868,50219252,1.278,533.5154497,-0.075251387,635,140.3072077,533.5154497,635,17.32,0,0,77.46,4.86,0.635,0,0.64,0,1.28,1.28,0.262986213,0.000109615
23101530,50019860,50019862,50034378,0.3501,7782.090543,1.059225881,679,8453.009862,418255.4951,164888,0.65,0.01,0,11.02,13.31,0.679,0.01,164.89,0.025472,0.35,183,0.020210159,4.62E-05
23101534,50019861,50019840,50137358,1.2177,2489.961198,0.124728296,1867,338.338965,5156.315751,5614,0,0,0,18.44,0.06,1.867,0.04,5.61,0.053476,1.22,3.07,0.065616417,0.000110208
23101538,50155453,50019850,50219251,1.1097,1571.691793,-0.107825277,2015,164.6457695,1571.691793,2015,1.22,0,0,5.92,54.34,2.015,0.04,2.02,0.019802,1.11,1.11,0.104757033,0.00014833
23101542,50019862,50019864,50033307,2.5236,12065.68428,1.085479194,991,9429.791705,478787.0048,201493,0.66,0.01,0,10.85,11.9,0.991,0.01,201.49,0.027991,2.52,205.27,0.019695171,4.59E-05
23101548,50019863,50019884,50089418,0.1089,835.5840494,0.364422925,361,2854.315278,15098.9514,10801,2.65,0,0,0,9.74,0.361,0.03,10.8,0.048148,0.11,8.76,0.18904063,0.000325835
23101550,50155454,50019884,50219250,2.9583,6639.138382,0.116387064,5080,399.6838152,6639.138382,5080,1.98,0,0,0,3.19,5.08,0.06,5.08,0.011811,2.96,2.96,0.060201157,0.000135028
23101552,50155455,50019880,50219249,1.8063,2877.889218,0.003948388,2855,10.5800761,2877.889218,2855,1.15,0,0,7.42,6.13,2.855,0.08,2.86,0.027972,1.81,1.81,0.003676332,5.85E-06
23101554,50155456,50019880,50219248,4.8141,5469.856595,0.227374965,3239,28.01195816,5469.856595,3239,1.85,0,0,6.69,2.82,3.239,0.05,3.24,0.015432,4.81,4.81,0.00512115,5.82E-06
23101562,50019864,50019875,50032303,5.7798,39556.66903,1.105155248,3105,10006.13206,549242.1352,231000,0.6,0.01,0,10.42,11.02,3.105,0.01,231,0.027965,5.78,223.72,0.018218071,4.47E-05
23101564,50019865,50019866,50078277,0.4131,1053.299088,0.501417924,332,44036.53754,36884.76824,19287,4.76,24.59,0,0.15,26.09,0.332,0.02,19.29,0.026439,0.41,15.95,1.193894923,0.002760911
23101568,50019866,50019867,50070145,0.0207,152.3882078,0.501704398,48,44729.84367,37037.15644,19335,4.75,24.56,0,0.19,26.07,0.048,0.07,19.34,0.02999,0.02,15.97,1.207701885,0.002800867
23101570,50155457,50019656,50219247,3.2868,4490.940518,0.140549744,3251,21334.13268,4490.940518,3251,1.07,97.37,0,0,1.56,3.251,0.1,3.25,0.030769,3.29,3.29,4.750482131,0.006484539
23101574,50019867,50019885,50063872,0.027,174.7668166,0.502133438,55,45276.60436,37211.92326,19390,4.74,24.52,0,0.3,26.03,0.055,0.01,19.39,0.030428,0.03,16,1.216723039,0.002829788
23101576,50155458,50019468,50219246,0.0765,37.40455212,-0.708819057,196,2.348073302,37.40455212,196,9.42,2.35,4.71,0,27.06,0.196,0.05,0.2,0.25,0.08,0.08,0.062775068,2.94E-05
23101578,50155459,50019892,50219245,2.7594,3389.134777,0.100394545,2690,96.40571204,3389.134777,2690,19.08,0,9.75,44.74,25.21,2.69,0,2.69,0,2.76,2.76,0.028445523,3.49E-05
23101580,50019868,50019892,50137357,0.2133,565.9146218,-0.040524712,621,141.3994475,1099.430071,1256,17.8,0,0,75.62,6.28,0.621,0,1.26,0,0.21,1.49,0.128611588,9.49E-05
23101582,50019869,50019864,50078276,0.1215,854.5315908,0.448787789,304,461.8026818,30898.46138,26402,0,0,0,8.14,1.31,0.304,0.01,26.4,0.030682,0.12,12.67,0.014945815,3.64E-05
23101584,50019870,50019871,50137356,0.0279,253.3263581,0.273292188,135,641.3567003,8466.515076,6504,0,0,0,18.29,0.08,0.135,0,6.5,0.018462,0.03,5.88,0.075752148,0.000109074
23101586,50019871,50140745,50106233,2.1114,3726.793797,0.371615593,1584,1108.040229,13489.8858,9803,0,0.12,0,23.19,1.84,1.584,0.02,9.8,0.023469,2.11,9.04,0.082138592,0.000122571
23101588,50155460,50019898,50219244,2.6046,6043.720599,0.086742773,4945,251.1188065,6043.720599,4945,1.76,0,0,0,1.07,4.945,0.09,4.95,0.018182,2.6,2.6,0.041550367,9.66E-05
23101590,50019872,50019898,50137355,1.1187,4984.230969,0.217169952,3023,685.6386348,9771.478748,7881,1.29,0,0,0,3.93,3.023,0.04,7.88,0.032995,1.12,4.6,0.070167336,0.000149052
23101592,50019873,50019862,50078275,0.2178,2307.413281,0.550269914,650,874.5937461,48465.82546,35614,0.81,0,0,10.73,0.31,0.65,0.01,35.61,0.040157,0.22,19.75,0.018045576,4.43E-05
23101594,50019874,50019860,50058904,2.9997,15962.76466,0.62760278,3763,694.1392825,61137.55413,36912,1.08,0,0,3.62,0.41,3.763,0.02,36.91,0.053644,3,27.7,0.01135373,2.51E-05
23101596,50155461,50019874,50219243,1.6731,1996.386956,-0.014454217,2062,2.049630781,1996.386956,2062,0,0,0,0,0,2.062,0.07,2.06,0.033981,1.67,1.67,0.00102667,1.23E-06
23101598,50019875,50019878,50031379,0.5193,5806.896174,1.10976802,451,10041.55084,564549.9978,237623,0.59,0.01,0,10.21,10.86,0.451,0.01,237.62,0.027355,0.52,228.28,0.017786823,4.40E-05
23101600,50155462,50019471,50219242,4.2975,3603.152434,0.201752696,2265,8824.910947,3603.152434,2265,4.23,51.41,0,0,36.98,2.265,0.14,2.27,0.061674,4.3,4.3,2.449219429,0.002052305
23101602,50155463,50019888,50219241,0.8469,440.4425218,-0.168829584,651,1439.058102,440.4425218,651,3.4,53.24,0,0,41.23,0.651,0.17,0.65,0.261538,0.85,0.85,3.267300568,0.00169301
23101604,50155464,50019888,50219240,0.0315,19.97746747,-0.932569092,167,403.5841434,19.97746747,167,0,65.71,0,0,28.57,0.167,0,0.17,0,0.03,0.03,20.20196724,0.013452805
23101606,50019876,50019877,50070144,0.1206,931.8080356,0.425242407,350,407.3992986,19330.97384,13584,0,0,0,1.65,0.14,0.35,0.03,13.58,0.079529,0.12,11.43,0.02107495,3.56E-05
23101608,50019877,50019874,50063871,1.1727,2759.628529,0.585294729,717,659.5134058,43178.40251,31087,0.76,0,0,1.11,0.18,0.717,0.03,31.09,0.060791,1.17,23.02,0.01527415,2.86E-05
23101612,50155465,50019893,50219239,3.4128,2963.190115,0.148739311,2103,151.662896,2963.190115,2103,0,0,0,0,1.24,2.103,0.03,2.1,0.014286,3.41,3.41,0.051182304,4.45E-05
23101614,50019878,50019893,50030511,0.1251,3207.209761,1.111672804,248,10044.23645,569882.9679,239991,0.59,0.01,0,10.13,10.81,0.248,0,239.99,0.027209,0.13,230.19,0.017625086,4.36E-05
23101616,50019879,50019906,50137354,0.5868,2580.574865,0.329531001,1208,392.918654,12209.9182,7666,1.4,0,0,0,0.93,1.208,0.03,7.67,0.022164,0.59,7.52,0.032180286,5.22E-05
23101618,50155466,50019906,50219238,5.283,9666.942322,0.248687421,5451,135.3514256,9666.942322,5451,1.54,0,0,0,0,5.451,0.06,5.45,0.011009,5.28,5.28,0.014001472,2.56E-05
23101620,50155467,50019902,50219237,1.1745,997.3285524,-0.095791565,1241,2821.350302,997.3285524,1241,8.51,65.67,0,0,15.48,1.241,0.19,1.24,0.153226,1.17,1.17,2.828907581,0.002411411
23101622,50019880,50232911,50137353,0.5841,2073.380498,0.319590101,993,45.30028424,10421.12631,7087,1.52,0,0,12.02,5.85,0.993,0.02,7.09,0.021157,0.58,7.2,0.004346966,6.29E-06
23101626,50155468,50019889,50219236,0.252,165.4937118,-0.448529655,463,0,165.4937118,463,0,0,0,0,0,0.463,0.14,0.46,0.304348,0.25,0.25,0,0
23101628,50155469,50019889,50219235,0.3636,319.0742193,-0.365197329,736,40.38903751,319.0742193,736,0,0,0,0,0,0.736,0.1,0.74,0.135135,0.36,0.36,0.126581952,0.000112192
23101630,50019881,50019873,50089417,0.1575,1592.896739,0.445516742,571,831.7968709,28820.93733,23621,0.19,0,0,7.64,0.03,0.571,0.01,23.62,0.055461,0.16,12.49,0.028860854,6.66E-05
23101632,50019882,50019873,50137352,1.5498,5726.281089,0.314452703,2777,38.11308549,17337.47485,11343,1.94,0,0,16.54,0.83,2.777,0.02,11.34,0.0097,1.55,7.04,0.002198307,5.41E-06
23101634,50155470,50019882,50219234,1.5678,2208.042635,-0.028569421,2360,3.289166432,2208.042635,2360,4.88,0,0,1.32,0.63,2.36,0.06,2.36,0.025424,1.57,1.57,0.00148963,2.10E-06
23101636,50155471,50019876,50219233,2.4876,2840.47191,0.076860735,2381,5.408222792,2840.47191,2381,0,0,0,0.36,0,2.381,0.08,2.38,0.033613,2.49,2.49,0.001903987,2.17E-06
23101638,50155472,50019894,50219232,0.8487,153.7515406,-0.168829584,227,573.6319605,153.7515406,227,4.76,48.78,0,0,39.77,0.227,0.15,0.23,0.652174,0.85,0.85,3.730902195,0.000674861
23101640,50019883,50019869,50089416,0.6615,1765.332292,0.376370554,742,430.7099259,22347.80736,18080,0,0,0,3.75,1.09,0.742,0.02,18.08,0.036504,0.66,9.23,0.019273028,4.67E-05
23101644,50019884,50232912,50078274,1.0008,3993.829854,0.449688169,1418,3356.264845,25731.91963,17299,2.65,0,0,0,9.7,1.418,0.02,17.3,0.034682,1,12.72,0.130431965,0.000263857
23101646,50019885,50232913,50058903,1.5354,3131.215933,0.523010914,939,48604.64215,40343.13919,20329,4.61,22.37,0.1,1.79,24.38,0.939,0.03,20.33,0.030497,1.54,17.53,1.204780865,0.002772655
23101650,50155473,50019904,50219231,2.9358,3523.63481,0.114837228,2707,208.9563809,3523.63481,2707,3.56,0,0,3.07,0.28,2.707,0.06,2.71,0.02214,2.94,2.94,0.059301373,7.11E-05
23101652,50155474,50019904,50219230,3.7197,3734.572023,0.168630232,2533,191.143999,3734.572023,2533,2.13,0,0,7.65,0.53,2.533,0.05,2.53,0.019763,3.72,3.72,0.051182304,5.14E-05
23101654,50155475,50019839,50219229,2.6064,3088.370261,0.087620313,2526,22.36945832,3088.370261,2526,0,0,0,0,0.73,2.526,0.1,2.53,0.039526,2.61,2.61,0.007243127,8.57E-06
23101656,50019886,50140783,50137351,2.2869,14285.66609,0.416268326,5477,11741.82404,29206.18753,14801,4.39,0.05,0,0,13.57,5.477,0.04,14.8,0.014865,2.29,10.99,0.40203207,0.00106841
23101660,50019887,50019883,50106232,0.0504,449.168305,0.336418111,207,263.5546151,19155.12329,15192,0,0,0,4.47,0.15,0.207,0.01,15.19,0.040158,0.05,7.75,0.013758962,3.40E-05
23101662,50019888,50019472,50137350,0.2952,618.5601686,-0.095791565,770,4000.121081,1078.980158,1588,4.68,53.07,0,0,38.88,0.77,0.16,1.59,0.207547,0.3,1.17,3.707316628,0.003418907
23101664,50155476,50140828,50219228,4.2381,8560.753286,0.198540431,5421,160.2409916,8560.753286,5421,1.33,0,0,0,1.15,5.421,0.04,5.42,0.00738,4.24,4.24,0.018718095,3.78E-05
23101666,50019889,50019897,50137349,0.2484,378.7807675,-0.166156091,554,115.2496943,863.3486986,1753,0,0,0,0,0,0.554,0.1,1.75,0.194286,0.25,0.86,0.133491479,0.000134011
23101668,50019890,50140757,50089415,3.6576,15007.8976,0.463969808,5156,18729.40245,29733.80727,14058,6.41,7.81,0,0,25.23,5.156,0.04,14.06,0.020626,3.66,13.54,0.629902598,0.001383265
23101670,50019891,50232914,50137348,10.053,8169.85239,0.498242785,2594,257.3856119,17159.13335,9506,2.68,0,0,13.53,1.62,2.594,0.03,9.51,0.018927,10.05,15.73,0.014999919,1.64E-05
23101672,50019892,50140872,50106231,0.5202,2230.361251,0.225465952,1327,243.9150097,6718.9261,5273,17.1,0,6.98,50.37,24.77,1.327,0,5.27,0,0.52,4.77,0.036302678,5.11E-05
23101674,50155477,50019907,50219227,1.7127,1802.542804,-0.009043449,1839,164.3167255,1802.542804,1839,0,0,0,0,10.98,1.839,0.02,1.84,0.01087,1.71,1.71,0.091158293,9.61E-05
23101676,50019893,50019907,50029703,1.0125,13049.51251,1.116030554,999,10235.42424,585895.6705,243093,0.58,0.01,0,9.94,10.63,0.999,0.01,243.09,0.027027,1.01,234.62,0.017469705,4.36E-05
23101680,50019894,50019473,50137347,0.2583,493.8836984,-0.107825277,634,2609.9983,647.635239,861,5.94,44.55,0,0,40,0.634,0.17,0.86,0.372093,0.26,1.11,4.030043676,0.00235135
23101682,50019895,50019877,50078273,0.6012,3666.600265,0.404093079,1446,229.4429715,21087.80014,16786,1.59,0,0,0.64,0.24,1.446,0.04,16.79,0.046456,0.6,10.42,0.010880365,2.20E-05
23101684,50019896,50019876,50078272,1.2816,6221.016142,0.365983376,2678,400.0232771,15558.6939,10853,0,0,0,2.04,0.18,2.678,0.06,10.85,0.089401,1.28,8.82,0.025710595,4.54E-05
23101686,50019897,50019896,50089414,0.2178,789.1728089,0.303818019,392,345.927894,8631.061718,7112,0,0,0,0,0.24,0.392,0.04,7.11,0.112518,0.22,6.72,0.040079414,5.15E-05
23101688,50155478,50019901,50219226,0.3924,287.0101043,-0.346903825,636,0.214519141,287.0101043,636,0,0,0,0,0,0.636,0.09,0.64,0.140625,0.39,0.39,0.000747427,5.50E-07
23101690,50019898,50019922,50106230,0.4446,2273.378506,0.333449175,1055,954.9174492,18088.57785,13881,1.37,0,0,0,2.73,1.055,0.03,13.88,0.027378,0.44,7.65,0.052791184,0.000124826
23101692,50019899,50019922,50137346,8.3673,11429.14782,0.385593678,4703,260.3533961,13576.01425,7294,2.75,0,0,3.78,4.34,4.703,0.03,7.29,0.019204,8.37,9.61,0.019177455,2.71E-05
23101694,50019900,50232915,50078271,7.5663,10087.36911,0.545474204,2873,277.562592,24204.49456,13284,3.76,0,0.06,32.01,15.6,2.873,0.02,13.28,0.021837,7.57,19.34,0.011467399,1.44E-05
23101696,50019901,50019897,50106229,0.3123,1652.023672,0.26376565,900,227.9084558,6978.54021,4967,0,0,0,0,0.29,0.9,0.06,4.97,0.084507,0.31,5.64,0.032658471,4.04E-05
