Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,15N,18O
188,326.104512,326.10456981503313,326.1043259366091,2214003.3,-9999,541502.7,33.49,-1,0.7478539983899168,0.6023318461918143,0.9252838293532616,0.7315126394563932,2,2.4444444444444446,0.4444444444444444,13C1 N4 S2 O4,de-protonated,1,178,C9 H22 O4 N4 S2 13C1,9,22,4,4,-9999,2,1,N/A,-9999
190,326.140977,326.14103481662073,326.1407114459591,1732472.3,-9999,593798.6,25.79,-1,0.9915065807434053,0.8366248338515815,0.9222616714450228,0.8708795688889579,1,2.6,0.3,13C1 N4 S2 O3,de-protonated,1,181,C10 H26 O3 N4 S2 13C1,10,26,3,4,-9999,2,1,N/A,-9999
193,327.044088,327.0441458559401,327.0441214734591,3409656,-9999,575117.3,52.62,-1,0.07455410264366444,0.9989919596009126,0,0.5993951757605476,17,0.5,0.05555555555555555,N4 P1 O1,de-protonated,0,-9999,C18 H9 O1 N4 P1,18,9,1,4,1,-9999,-9999,N/A,-9999
193,327.044088,327.0441458559401,327.0438501472991,3409656,-9999,575117.3,52.62,-1,0.9041865206861828,0.8621345191657481,0,0.5172807114994489,3,2,0.75,N4 S2 O6,de-protonated,0,-9999,C8 H16 O6 N4 S2,8,16,6,4,-9999,2,-9999,N/A,-9999
194,327.077493,327.0775508573945,327.07751580200903,871420.7,-9999,705087.3,12.01,-1,0.10717760706165744,0.9979178624432018,0,0.598750717465921,16,0.6,0.15,N2 O3,de-protonated,0,-9999,C20 H12 O3 N2,20,12,3,2,-9999,-9999,-9999,N/A,-9999
195,327.080476,327.08053385752436,327.08023565664905,10805501,-9999,537249,170.96,-1,0.9117055780146714,0.5691343104536091,0.9246029286024554,0.7113217577131477,2,2.2222222222222223,0.5555555555555556,N4 S2 O5,de-protonated,0,-9999,C9 H20 O5 N4 S2,9,20,5,4,-9999,2,-9999,N/A,-9999
196,327.11684,327.1168978591076,327.11662116599905,13056258,-9999,501253.1,206.97,-1,0.8458546299909822,0.29275084495009346,0.8349751823216102,0.5096405798987002,1,2.4,0.4,N4 S2 O4,de-protonated,0,-9999,C10 H24 O4 N4 S2,10,24,4,4,-9999,2,-9999,N/A,-9999
199,327.188437,327.18849486222473,327.1883261003391,1168524.5,-9999,530775.4,16.76,-1,0.5157943366425053,0.9528733334968766,0,0.571724000098126,8,1.380952380952381,0.04761904761904761,P1 O1,de-protonated,0,-9999,C21 H29 O1 P1,21,29,1,-9999,1,-9999,-9999,N/A,-9999
200,328.075761,328.0758189008568,328.07613607752904,1467276.1,-9999,587427.3,21.54,-1,-0.96677763897262,0.8440085549144093,0,0.5064051329486455,11,0.9375,0.1875,N3 S1 O3,de-protonated,0,-9999,C16 H15 O3 N3 S1,16,15,3,3,-9999,1,-9999,N/A,-9999
201,328.083846,328.08390390120877,328.08359049171906,1607309.4,-9999,522522.1,23.78,-1,0.955273286410476,0.5649344502392303,0.9246029286024554,0.7088018415845203,2,2.5,0.625,13C1 N4 S2 O5,de-protonated,1,195,C8 H20 O5 N4 S2 13C1,8,20,5,4,-9999,2,1,N/A,-9999
202,328.112156,328.1122139024414,328.1125215868791,1175441.5,-9999,649411.2,16.87,-1,-0.9377406147515852,0.8525203015135518,0,0.5115121809081311,10,1.1176470588235294,0.1176470588235294,N3 S1 O2,de-protonated,0,-9999,C17 H19 O2 N3 S1,17,19,2,3,-9999,1,-9999,N/A,-9999
204,329.03866,329.0387179427792,329.0390222923791,1092248.9,-9999,491095.8,15.26,-1,-0.9249650627470192,0.8562094016105495,0,0.5137256409663297,16,0.5263157894736842,0.10526315789473684,N2 S1 O2,de-protonated,0,-9999,C19 H10 O2 N2 S1,19,10,2,2,-9999,1,-9999,N/A,-9999
205,329.059752,329.05980994369753,329.0597715379191,6225436,-9999,549026.3,95.96,-1,0.116713684666609,0.4987656714386819,0.8370420509349343,0.6340762232371828,16,0.6111111111111112,0.05555555555555555,N4 P1 O1,de-protonated,0,-9999,C18 H11 O1 N4 P1,18,11,1,4,1,-9999,-9999,N/A,-9999
205,329.059752,329.05980994369753,329.0595002117591,6225436,-9999,549026.3,95.96,-1,0.9412642341109304,0.85149673845837,0,0.510898043075022,2,2.25,0.75,N4 S2 O6,de-protonated,0,-9999,C8 H18 O6 N4 S2,8,18,6,4,-9999,2,-9999,N/A,-9999
206,329.060374,329.0604319437246,329.0601516604391,957212.1,-9999,705306.9,13.14,-1,0.8517691495163846,0.8766539392679914,0,0.5259923635607948,11,0.875,0.25,N2 S1 O4,de-protonated,0,-9999,C16 H14 O4 N2 S1,16,14,4,2,-9999,1,-9999,N/A,-9999
207,329.074935,329.07499294435854,329.07475635304905,1103134.3,-9999,534695.2,15.43,-1,0.7189591572131823,0.9104728147137752,0,0.5462836888282652,6,1.5,0.25,N4 S2 O3,de-protonated,0,-9999,C12 H18 O3 N4 S2,12,18,3,4,-9999,2,-9999,N/A,-9999
209,329.096137,329.09619494528164,329.095885721109,11227681,-9999,527942.4,174.59,-1,0.9396172545069802,0.5713809993222984,0.9246029286024554,0.7126697710343612,1,2.4444444444444446,0.5555555555555556,N4 S2 O5,de-protonated,0,-9999,C9 H22 O5 N4 S2,9,22,5,4,-9999,2,-9999,N/A,-9999
213,329.16893,329.1689879484509,329.1693081884891,1773356.1,-9999,610340.7,25.97,-1,-0.9728733215404904,0.8421997953918083,0,0.505319877235085,8,1.368421052631579,0.05263157894736842,N2 S1 O1,de-protonated,0,-9999,C19 H26 O1 N2 S1,19,26,1,2,-9999,1,-9999,N/A,-9999
214,330.091499,330.0915569886174,330.0917861419891,941621.3,-9999,617260.5,12.89,-1,-0.6942110688097817,0.916268911937612,0,0.5497613471625672,10,1.0625,0.1875,N3 S1 O3,de-protonated,0,-9999,C16 H17 O3 N3 S1,16,17,3,3,-9999,1,-9999,N/A,-9999
215,330.099481,330.0995389889649,330.0992405561791,1800118.5,-9999,526341.8,26.39,-1,0.904069895231895,0.5747783398600778,0.9246029286024554,0.7147081753570288,1,2.75,0.625,13C1 N4 S2 O5,de-protonated,1,209,C8 H22 O5 N4 S2 13C1,8,22,5,4,-9999,2,1,N/A,-9999
217,331.054262,331.0543200305339,331.05402090815903,1608262.8,-9999,535152.3,23.37,-1,0.9035455121887545,0.8623158085444593,0,0.5173894851266756,6,1.4545454545454546,0.3636363636363637,N4 S2 O4,de-protonated,0,-9999,C11 H16 O4 N4 S2,11,16,4,4,-9999,2,-9999,N/A,-9999
218,331.075422,331.0754800314552,331.07580172489907,4901706,-9999,502614.1,75.14,-1,-0.9716609978852272,0.8492448474187277,0.9906560025927558,0.9058093094883388,10,1,0.25,N2 S1 O4,de-protonated,0,-9999,C16 H16 O4 N2 S1,16,16,4,2,-9999,1,-9999,N/A,-9999
218,331.075422,331.0754800314552,331.0754216023791,4901706,-9999,502614.1,75.14,-1,0.17648267518145336,0.9928602860829988,0.9939086679027128,0.9932796388108844,15,0.7222222222222222,0.05555555555555555,N4 P1 O1,de-protonated,0,-9999,C18 H13 O1 N4 P1,18,13,1,4,1,-9999,-9999,N/A,-9999
218,331.075422,331.0754800314552,331.07515027621906,4901706,-9999,502614.1,75.14,-1,0.9960132491010012,0.8352662114257896,0,0.5011597268554737,1,2.5,0.75,N4 S2 O6,de-protonated,0,-9999,C8 H20 O6 N4 S2,8,20,6,4,-9999,2,-9999,N/A,-9999
219,331.090621,331.0906790321169,331.0904064175091,1779276.3,-9999,539258.9,26.06,-1,0.8233841951468334,0.8842501957703679,0,0.5305501174622207,5,1.6666666666666667,0.25,N4 S2 O3,de-protonated,0,-9999,C12 H20 O3 N4 S2,12,20,3,4,-9999,2,-9999,N/A,-9999
220,331.10379,331.1038480326902,331.1039450257591,1062222.3,-9999,507377,14.79,-1,-0.29293842719492347,0.984549953728497,0,0.5907299722370981,9,1.2352941176470589,0.0588235294117647,N2 S1 P1 O1,de-protonated,0,-9999,C17 H21 O1 N2 P1 S1,17,21,1,2,1,1,-9999,N/A,-9999
221,331.111818,331.1118760330398,331.1121872342491,5699407.5,-9999,524809.8,87.68,-1,-0.939866369588831,0.4259515555492199,0.8446892076502734,0.5934466163896412,9,1.1764705882352942,0.17647058823529413,N2 S1 O3,de-protonated,0,-9999,C17 H20 O3 N2 S1,17,20,3,2,-9999,1,-9999,N/A,-9999
225,332.078791,332.07884907513954,332.0791565599691,911972,-9999,510496.8,12.42,-1,-0.9259383597555148,0.8559295730816724,0.9906560025927558,0.9098201448861056,10,1.0666666666666669,0.26666666666666666,13C1 N2 S1 O4,de-protonated,1,218,C15 H16 O4 N2 S1 13C1,15,16,4,2,-9999,1,1,N/A,-9999
225,332.078791,332.07884907513954,332.0787764374491,911972,-9999,510496.8,12.42,-1,0.2187363227966843,0.9913560581171408,0.9939086679027128,0.9923771020313696,15,0.7647058823529411,0.0588235294117647,13C1 N4 P1 O1,de-protonated,1,218,C17 H13 O1 N4 P1 13C1,17,13,1,4,1,-9999,1,N/A,-9999
227,333.033549,333.0336071167075,333.03393691194907,1670520.9,-9999,550676.4,24.34,-1,-0.9902751791997404,0.8369953748414287,0,0.5021972249048572,15,0.5555555555555556,0.16666666666666666,N2 S1 O3,de-protonated,0,-9999,C18 H10 O3 N2 S1,18,10,3,2,-9999,1,-9999,N/A,-9999
227,333.033549,333.0336071167075,333.03328546326907,1670520.9,-9999,550676.4,24.34,-1,0.9658297007771216,0.8442891606273717,0,0.506573496376423,6,1.4,0.5,N4 S2 O5,de-protonated,0,-9999,C10 H14 O5 N4 S2,10,14,5,4,-9999,2,-9999,N/A,-9999
228,333.054703,333.0547611176285,333.0550662800091,1011196.2,-9999,565330.6,13.98,-1,-0.916252030011082,0.858705377654805,0,0.515223226592883,10,0.9333333333333332,0.3333333333333333,N2 S1 O5,de-protonated,0,-9999,C15 H14 O5 N2 S1,15,14,5,2,-9999,1,-9999,N/A,-9999
228,333.054703,333.0547611176285,333.05468615748913,1011196.2,-9999,565330.6,13.98,-1,0.2250685623168285,0.990850673309952,0,0.5945104039859712,15,0.6470588235294118,0.1176470588235294,N4 P1 O2,de-protonated,0,-9999,C17 H11 O2 N4 P1,17,11,2,4,1,-9999,-9999,N/A,-9999
229,333.069944,333.0700021182921,333.0703224212991,3108990.5,-9999,527977.5,46.96,-1,-0.9616678084281692,0.8455189927298038,0,0.5073113956378823,14,0.7368421052631579,0.10526315789473684,N2 S1 O2,de-protonated,0,-9999,C19 H14 O2 N2 S1,19,14,2,2,-9999,1,-9999,N/A,-9999
229,333.069944,333.0700021182921,333.06967097261906,3108990.5,-9999,527977.5,46.96,-1,0.9942234370285786,0.8358062580582298,0,0.5014837548349379,5,1.6363636363636365,0.3636363636363637,N4 S2 O4,de-protonated,0,-9999,C11 H18 O4 N4 S2,11,18,4,4,-9999,2,-9999,N/A,-9999
230,333.091093,333.09115111921284,333.0914517893591,2045057.9,-9999,615362.6,30.23,-1,-0.9026654531191668,0.8625645585539957,0,0.5175387351323975,9,1.125,0.25,N2 S1 O4,de-protonated,0,-9999,C16 H18 O4 N2 S1,16,18,4,2,-9999,1,-9999,N/A,-9999
230,333.091093,333.09115111921284,333.09107166683907,2045057.9,-9999,615362.6,30.23,-1,0.2385304816804936,0.9897292600750612,0,0.5938375560450367,14,0.8333333333333334,0.05555555555555555,N4 P1 O1,de-protonated,0,-9999,C18 H15 O1 N4 P1,18,15,1,4,1,-9999,-9999,N/A,-9999
231,333.106346,333.1064041198769,333.1067079306491,2800260.3,-9999,557568.4,42.1,-1,-0.912052399354088,0.8599025596710757,0,0.5159415358026453,13,0.9,0.05,N2 S1 O1,de-protonated,0,-9999,C20 H18 O1 N2 S1,20,18,1,2,-9999,1,-9999,N/A,-9999
233,333.119408,333.1194661204456,333.1195950902191,1820038.4,-9999,534075.9,26.69,-1,-0.3871575715490864,0.9731689999054116,0,0.583901399943247,8,1.3529411764705883,0.0588235294117647,N2 S1 P1 O1,de-protonated,0,-9999,C17 H23 O1 N2 P1 S1,17,23,1,2,1,1,-9999,N/A,-9999
234,333.127452,333.1275101207958,333.12783729870904,1314695.6,-9999,543647.5,18.75,-1,-0.9821392168052072,0.8394360862122116,0,0.5036616517273269,8,1.2941176470588236,0.17647058823529413,N2 S1 O3,de-protonated,0,-9999,C17 H22 O3 N2 S1,17,22,3,2,-9999,1,-9999,N/A,-9999
235,333.142695,333.14275312145946,333.1424419913191,2371466,-9999,472028.3,35.36,-1,0.9339252557755964,0.8536256613530706,0,0.5121753968118423,3,2,0.15384615384615383,N4 S2 O2,de-protonated,0,-9999,C13 H26 O2 N4 S2,13,26,2,4,-9999,2,-9999,N/A,-9999
236,333.17898,333.1790381230393,333.17882750066906,955919.8,-9999,591501.5,13.11,-1,0.6321601279363803,0.9300548740148478,0,0.5580329244089086,2,2.142857142857143,0.07142857142857142,N4 S2 O1,de-protonated,0,-9999,C14 H30 O1 N4 S2,14,30,1,4,-9999,2,-9999,N/A,-9999
237,334.06525,334.0653081616254,334.0655713934991,1210140.1,-9999,547830.9,17.1,-1,-0.78796468790477,0.8934549410740116,0,0.5360729646444069,14,0.7222222222222222,0.1111111111111111,N3 S1 O2,de-protonated,0,-9999,C18 H13 O2 N3 S1,18,13,2,3,-9999,1,-9999,N/A,-9999
238,335.021881,335.02193920327494,335.0220658746291,949045.9,-9999,588909.1,13,-1,-0.3780985405724788,0.9743939088948208,0,0.5846363453368923,6,1.4444444444444444,0.6666666666666666,N4 S1 P1 O6,de-protonated,0,-9999,C9 H13 O6 N4 P1 S1,9,13,6,4,1,1,-9999,N/A,-9999
239,335.049218,335.0492762044651,335.0495869764091,4071354.3,-9999,573300.1,62.08,-1,-0.9275401494783716,0.8554686080878025,0,0.5132811648526815,14,0.6666666666666666,0.16666666666666666,N2 S1 O3,de-protonated,0,-9999,C18 H12 O3 N2 S1,18,12,3,2,-9999,1,-9999,N/A,-9999
240,335.085629,335.08568720605035,335.0859724857591,4760000,-9999,521278.8,72.9,-1,-0.8513627312781651,0.878392733598435,0.99420112357661,0.924716089589705,13,0.8421052631578947,0.10526315789473684,N2 S1 O2,de-protonated,0,-9999,C19 H16 O2 N2 S1,19,16,2,2,-9999,1,-9999,N/A,-9999
242,335.121992,335.1220502076335,335.1223579951091,5334982,-9999,474048.7,81.94,-1,-0.9184331282676872,0.8692600482662602,0.9965129162122048,0.920161195444638,12,1,0.05,N2 S1 O1,de-protonated,0,-9999,C20 H20 O1 N2 S1,20,20,1,2,-9999,1,-9999,N/A,-9999
243,335.158365,335.1584232092171,335.1580920557791,3440588,-9999,526979.8,51.23,-1,0.9880514475861414,0.8376637658521353,0,0.5025982595112811,2,2.1538461538461537,0.15384615384615383,N4 S2 O2,de-protonated,0,-9999,C13 H28 O2 N4 S2,13,28,2,4,-9999,2,-9999,N/A,-9999
245,336.044559,336.0446172478,336.0448359486091,907996.7,-9999,646612.4,12.13,-1,-0.6508084211345262,0.9260260790698486,0,0.5556156474419092,14,0.6470588235294118,0.17647058823529413,N3 S1 O3,de-protonated,0,-9999,C17 H11 O3 N3 S1,17,11,3,3,-9999,1,-9999,N/A,-9999
246,336.080863,336.0809212493806,336.0812214579591,1697506.6,-9999,420456.7,24.32,-1,-0.8932619834928044,0.865211765676771,0,0.5191270594060626,13,0.8333333333333334,0.1111111111111111,N3 S1 O2,de-protonated,0,-9999,C18 H15 O2 N3 S1,18,15,2,3,-9999,1,-9999,N/A,-9999
247,336.088987,336.0890452497343,336.0893273208291,938340,-9999,652331.1,12.6,-1,-0.8392741807021232,0.8800214169160427,0.99420112357661,0.9256932995802696,13,0.8888888888888888,0.1111111111111111,13C1 N2 S1 O2,de-protonated,1,240,C18 H16 O2 N2 S1 13C1,18,16,2,2,-9999,1,1,N/A,-9999
248,336.11724,336.1172982509643,336.1176069673091,1235816.6,-9999,457647.1,17.19,-1,-0.9184771590728708,0.8580695135023353,0,0.5148417081014012,12,1,0.05263157894736842,N3 S1 O1,de-protonated,0,-9999,C19 H19 O1 N3 S1,19,19,1,3,-9999,1,-9999,N/A,-9999
249,336.125373,336.1254312513185,336.1257128301791,1181674,-9999,520099,16.35,-1,-0.83771889462915206,0.8804379901792965,0.9965129162122048,0.9268679605924596,12,1.0526315789473684,0.05263157894736842,13C1 N2 S1 O1,de-protonated,1,242,C19 H20 O1 N2 S1 13C1,19,20,1,2,-9999,1,1,N/A,-9999
251,337.0285,337.02855829063856,337.0288515315191,2010623.5,-9999,576213.7,29.15,-1,-0.8700764910513971,0.8716540534022078,0,0.5229924320413246,14,0.5882352941176471,0.2352941176470588,N2 S1 O4,de-protonated,0,-9999,C17 H10 O4 N2 S1,17,10,4,2,-9999,1,-9999,N/A,-9999
251,337.0285,337.02855829063856,337.0284714089991,2010623.5,-9999,576213.7,29.15,-1,0.2577872400038906,0.9880143684464748,0,0.5928086210678848,19,0.3684210526315789,0.05263157894736842,N4 P1 O1,de-protonated,0,-9999,C19 H7 O1 N4 P1,19,7,1,4,1,-9999,-9999,N/A,-9999
252,337.064894,337.06495229222304,337.06523704086914,6203141.5,-9999,542107.7,93.87,-1,-0.8447879365873079,0.4392699836203667,0.8370420509349343,0.5983788105461938,13,0.7777777777777778,0.16666666666666666,N2 S1 O3,de-protonated,0,-9999,C18 H14 O3 N2 S1,18,14,3,2,-9999,1,-9999,N/A,-9999
253,337.076132,337.0761902927123,337.07647043015913,1129735.5,-9999,459788.8,15.55,-1,-0.83107980362114,0.8822097375055774,0,0.5293258425033465,13,0.8235294117647058,0.1176470588235294,N4 S1 O2,de-protonated,0,-9999,C17 H14 O2 N4 S1,17,14,2,4,-9999,1,-9999,N/A,-9999
254,337.101267,337.10132529380667,337.10162255021913,9083660,-9999,496031.5,138.35,-1,-0.8818005983399178,0.8696781073954019,0.984088768386592,0.915442371791878,12,0.9473684210526316,0.10526315789473684,N2 S1 O2,de-protonated,0,-9999,C19 H18 O2 N2 S1,19,18,2,2,-9999,1,-9999,N/A,-9999
255,337.112516,337.11257429429645,337.11285593950913,1561613.5,-9999,544996.4,22.22,-1,-0.8354626876981289,0.881041276330217,0,0.5286247657981302,12,1,0.05555555555555555,N4 S1 O1,de-protonated,0,-9999,C18 H18 O1 N4 S1,18,18,1,4,-9999,1,-9999,N/A,-9999
257,337.137672,337.13773029539163,337.13800805956913,8036113.5,-9999,522981.3,122.17,-1,-0.8238886475470941,0.8633399101774324,0.9794605124587312,0.909788151089952,11,1.1,0.05,N2 S1 O1,de-protonated,0,-9999,C20 H22 O1 N2 S1,20,22,1,2,-9999,1,-9999,N/A,-9999
259,338.060168,338.06022633555494,338.0604860130691,1424044.8,-9999,465292.2,20.09,-1,-0.7681392085841647,0.8984703330381592,0,0.5390821998228955,13,0.7647058823529411,0.17647058823529413,N3 S1 O3,de-protonated,0,-9999,C17 H13 O3 N3 S1,17,13,3,3,-9999,1,-9999,N/A,-9999
260,338.096555,338.0966133371392,338.0968715224191,2225587,-9999,486371.4,32.46,-1,-0.7636429131726971,0.8995938530188998,0,0.5397563118113399,12,0.9444444444444444,0.1111111111111111,N3 S1 O2,de-protonated,0,-9999,C18 H17 O2 N3 S1,18,17,2,3,-9999,1,-9999,N/A,-9999
261,338.104624,338.1046823374905,338.10497738528915,1660596.3,-9999,505825.3,23.74,-1,-0.8726514496783638,0.8709446046430299,0.984088768386592,0.9162022701404549,12,1,0.1111111111111111,13C1 N2 S1 O2,de-protonated,1,254,C18 H18 O2 N2 S1 13C1,18,18,2,2,-9999,1,1,N/A,-9999
262,338.132875,338.1329333387205,338.1332570317691,1213881,-9999,589574.1,16.84,-1,-0.9572943267509288,0.846807543781827,0,0.5080845262690962,11,1.105263157894737,0.05263157894736842,N3 S1 O1,de-protonated,0,-9999,C19 H21 O1 N3 S1,19,21,1,3,-9999,1,-9999,N/A,-9999
263,338.140976,338.1410343390732,338.14136289463914,1500090.4,-9999,523474.7,21.26,-1,-0.971651510275328,0.8425629404951471,0.9794605124587312,0.8973219692805807,11,1.1578947368421053,0.05263157894736842,13C1 N2 S1 O1,de-protonated,1,257,C19 H22 O1 N2 S1 13C1,19,22,1,2,-9999,1,1,N/A,-9999
264,339.044181,339.04423937839664,339.04450159597906,3082324.3,-9999,448588.2,45.69,-1,-0.7734016661023737,0.8971487890494455,0,0.5382892734296673,13,0.7058823529411765,0.2352941176470588,N2 S1 O4,de-protonated,0,-9999,C17 H12 O4 N2 S1,17,12,4,2,-9999,1,-9999,N/A,-9999
264,339.044181,339.04423937839664,339.0441214734591,3082324.3,-9999,448588.2,45.69,-1,0.3477569144726585,0.9782955330379044,0,0.5869773198227427,18,0.47368421052631576,0.05263157894736842,N4 P1 O1,de-protonated,0,-9999,C19 H9 O1 N4 P1,19,9,1,4,1,-9999,-9999,N/A,-9999
266,339.080535,339.08059337997946,339.08088710532905,9637979,-9999,508050.9,146.9,-1,-0.8662397698095333,0.8883970642753067,0.9843121294128894,0.92676309033034,12,0.8888888888888888,0.16666666666666666,N2 S1 O3,de-protonated,0,-9999,C18 H16 O3 N2 S1,18,16,3,2,-9999,1,-9999,N/A,-9999
267,339.091812,339.0918703804704,339.0921204946191,1320284.5,-9999,532051.4,18.48,-1,-0.7375994119820813,0.9059984510138828,0,0.5435990706083296,12,0.9411764705882352,0.1176470588235294,N4 S1 O2,de-protonated,0,-9999,C17 H16 O2 N4 S1,17,16,2,4,-9999,1,-9999,N/A,-9999
268,339.116962,339.1170203815654,339.1172726146791,15833185,-9999,530352.8,242.54,-1,-0.7437931774106877,0.9037549826935758,0.9713068211613416,0.930775718080682,11,1.0526315789473684,0.10526315789473684,N2 S1 O2,de-protonated,0,-9999,C19 H20 O2 N2 S1,19,20,2,2,-9999,1,-9999,N/A,-9999
269,339.128202,339.12826038205475,339.1285060039691,1255266.8,-9999,662743.9,17.48,-1,-0.7242738667233786,0.9092065205204154,0,0.5455239123122492,11,1.1111111111111112,0.05555555555555555,N4 S1 O1,de-protonated,0,-9999,C18 H20 O1 N4 S1,18,20,1,4,-9999,1,-9999,N/A,-9999
271,339.153335,339.153393383149,339.1536581240291,7099495,-9999,516794.4,107.71,-1,-0.7805927305881366,0.8860735561132813,0.9910996871723337,0.9280840085369024,10,1.2,0.05,N2 S1 O1,de-protonated,0,-9999,C20 H24 O1 N2 S1,20,24,1,2,-9999,1,-9999,N/A,-9999
273,339.20517,339.20522838540575,339.20543271639906,1372528,-9999,546542.2,19.29,-1,-0.6023812522003062,0.9362796778151714,0,0.5617678066891029,0,2.357142857142857,0.35714285714285715,N2 P1 O5,de-protonated,0,-9999,C14 H33 O5 N2 P1,14,33,5,2,1,-9999,-9999,N/A,-9999
275,339.209368,339.20942638558853,339.2094554683991,1255024.6,-9999,452954.5,17.48,-1,-0.08573702792596892,0.998667089225038,0,0.5992002535350228,4,1.736842105263158,0.15789473684210523,P1 O3,de-protonated,0,-9999,C19 H33 O3 P1,19,33,3,-9999,1,-9999,-9999,N/A,-9999
276,340.075831,340.07588942331233,340.07613607752904,2212102.5,-9999,519156.6,32.25,-1,-0.7252911643693044,0.9089632754699508,0,0.5453779652819705,12,0.8823529411764706,0.17647058823529413,N3 S1 O3,de-protonated,0,-9999,C17 H15 O3 N3 S1,17,15,3,3,-9999,1,-9999,N/A,-9999
277,340.08393,340.08398842366495,340.0842419403991,1664519.9,-9999,526210.1,23.8,-1,-0.7454527523230645,0.904085810683472,0.9843121294128894,0.936176338175239,12,0.9411764705882352,0.17647058823529413,13C1 N2 S1 O3,de-protonated,1,266,C17 H16 O3 N2 S1 13C1,17,16,3,2,-9999,1,1,N/A,-9999
278,340.112194,340.1122524248955,340.1125215868791,2098188.8,-9999,451736.8,30.49,-1,-0.7913909854547622,0.8925781052027714,0,0.5355468631216628,11,1.0555555555555556,0.1111111111111111,N3 S1 O2,de-protonated,0,-9999,C18 H19 O2 N3 S1,18,19,2,3,-9999,1,-9999,N/A,-9999
279,340.120314,340.12037242524906,340.1206274497491,2615566.3,-9999,536803.3,38.48,-1,-0.7498060378625702,0.9030186236199208,0.9713068211613416,0.9303339026364892,11,1.1111111111111112,0.1111111111111111,13C1 N2 S1 O2,de-protonated,1,268,C18 H20 O2 N2 S1 13C1,18,20,2,2,-9999,1,1,N/A,-9999
280,340.156665,340.15672342683166,340.1570129590991,1630228.5,-9999,584807.2,23.27,-1,-0.8511724187024019,0.8768155984094199,0.9910996871723337,0.9225292339145854,10,1.263157894736842,0.05263157894736842,13C1 N2 S1 O1,de-protonated,1,271,C19 H24 O1 N2 S1 13C1,19,24,1,2,-9999,1,1,N/A,-9999
283,341.059816,341.0598744661528,341.0601516604391,6694322.5,-9999,481923.1,101.45,-1,-0.8127431039606621,0.9098667377138592,0.9831448407159318,0.939177978914688,12,0.8235294117647058,0.2352941176470588,N2 S1 O4,de-protonated,0,-9999,C17 H14 O4 N2 S1,17,14,4,2,-9999,1,-9999,N/A,-9999
283,341.059816,341.0598744661528,341.0597715379191,6694322.5,-9999,481923.1,101.45,-1,0.30178942889967725,0.9703587190961916,0.9983019336588448,0.9815360049212528,17,0.5789473684210527,0.05263157894736842,N4 P1 O1,de-protonated,0,-9999,C19 H11 O1 N4 P1,19,11,1,4,1,-9999,-9999,N/A,-9999
284,341.078405,341.0784634669621,341.0787791050491,1000246,-9999,454292.5,13.54,-1,-0.9254110965695342,0.8560811894795567,0,0.513648713687734,11,1,0.05555555555555555,N2 S2 O1,de-protonated,0,-9999,C18 H18 O1 N2 S2,18,18,1,2,-9999,2,-9999,N/A,-9999
285,341.092973,341.09303146759635,341.09316586646906,965816.6,-9999,633559,13.01,-1,-0.3940239388137455,0.972222305624709,0,0.5833333833748254,16,0.6666666666666666,0.14285714285714285,N2 O3,de-protonated,0,-9999,C21 H14 O3 N2,21,14,3,2,-9999,-9999,-9999,N/A,-9999
