Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,18O
25,313.064368,313.06446573793943,313.0645855921891,994516.9,-9999,556606.5,14.71,-1,-0.382841928351823,0.97375596058251,0,0.584253576349506,2,2.25,0.625,N4 S2 O5,de-protonated,0,-9999,C8 H18 O5 N4 S2,8,18,5,4,-9999,2,-9999,N/A
26,313.064921,313.06501873777023,313.06523704086914,1965524.9,-9999,430638.4,31.01,-1,-0.6973086535186677,0.9155525714200918,0,0.5493315428520551,11,0.875,0.1875,N2 S1 O3,de-protonated,0,-9999,C16 H14 O3 N2 S1,16,14,3,2,-9999,1,-9999,N/A
27,313.101346,313.10144372662455,313.10162255021913,2382808.3,-9999,330183.5,38.02,-1,-0.57113595619361,0.9425296638553666,0,0.5655177983132199,10,1.0588235294117647,0.1176470588235294,N2 S1 O2,de-protonated,0,-9999,C17 H18 O2 N2 S1,17,18,2,2,-9999,1,-9999,N/A
28,313.137795,313.13789271547165,313.1380080595691,1348059.5,-9999,511450.1,20.65,-1,-0.36834908077204315,0.9756814320594412,0,0.5854088592356647,9,1.2222222222222223,0.05555555555555555,N2 S1 O1,de-protonated,0,-9999,C18 H22 O1 N2 S1,18,22,1,2,-9999,1,-9999,N/A
29,315.044175,315.0442721321435,315.04450159597906,1155595.1,-9999,629567.1,17.41,-1,-0.7283537227858549,0.9082293237798648,0,0.5449375942679189,11,0.8,0.26666666666666666,N2 S1 O4,de-protonated,0,-9999,C15 H12 O4 N2 S1,15,12,4,2,-9999,1,-9999,N/A
29,315.044175,315.0442721321435,315.0441214734591,1155595.1,-9999,629567.1,17.41,-1,0.4782145551093203,0.9593537984502276,0,0.5756122790701366,16,0.5294117647058824,0.0588235294117647,N4 P1 O1,de-protonated,0,-9999,C17 H9 O1 N4 P1,17,9,1,4,1,-9999,-9999,N/A
30,315.080682,315.08077912097286,315.08088710532905,1892238.5,-9999,421377.4,29.78,-1,-0.3427194749359193,0.9789131505920672,0,0.5873478903552404,10,1,0.1875,N2 S1 O3,de-protonated,0,-9999,C16 H16 O3 N2 S1,16,16,3,2,-9999,1,-9999,N/A
32,317.059838,317.05993451537614,317.0601516604391,843468.6,-9999,467542.1,12.17,-1,-0.6848702424772726,0.91841308386036,0,0.5510478503162161,10,0.9333333333333332,0.26666666666666666,N2 S1 O4,de-protonated,0,-9999,C15 H14 O4 N2 S1,15,14,4,2,-9999,1,-9999,N/A
32,317.059838,317.05993451537614,317.0597715379191,843468.6,-9999,467542.1,12.17,-1,0.5140275482846148,0.9531879687190312,0,0.5719127812314186,15,0.6470588235294118,0.0588235294117647,N4 P1 O1,de-protonated,0,-9999,C17 H11 O1 N4 P1,17,11,1,4,1,-9999,-9999,N/A
33,319.054429,319.05452490505655,319.0546723568391,1400084.8,-9999,584186.2,21.39,-1,-0.46215208650414685,0.9619867169016558,0,0.5771920301409935,14,0.6666666666666666,0.1111111111111111,N2 S1 O2,de-protonated,0,-9999,C18 H12 O2 N2 S1,18,12,2,2,-9999,1,-9999,N/A
35,321.033677,321.0337722994317,321.03393691194907,1296292.5,-9999,428704.4,19.65,-1,-0.5127573706508028,0.953413562805114,0,0.5720481376830685,14,0.5882352941176471,0.17647058823529413,N2 S1 O3,de-protonated,0,-9999,C17 H10 O3 N2 S1,17,10,3,2,-9999,1,-9999,N/A
36,321.070062,321.07015728829833,321.0703224212991,1548264.4,-9999,326927.5,23.86,-1,-0.5143203505897418,0.9531358930242376,0,0.5718815358145425,13,0.7777777777777778,0.1111111111111111,N2 S1 O2,de-protonated,0,-9999,C18 H14 O2 N2 S1,18,14,2,2,-9999,1,-9999,N/A
37,321.106484,321.1065792771537,321.1067079306491,1610604.4,-9999,399926.8,24.9,-1,-0.4006565177867082,0.9712929397672216,0,0.5827757638603329,12,0.9473684210526316,0.05263157894736842,N2 S1 O1,de-protonated,0,-9999,C19 H18 O1 N2 S1,19,18,1,2,-9999,1,-9999,N/A
38,323.049398,323.04949268264653,323.0495869764091,2148802.3,-9999,390058.4,33.48,-1,-0.2918863430684157,0.9846598776098084,0,0.5907959265658851,13,0.7058823529411765,0.17647058823529413,N2 S1 O3,de-protonated,0,-9999,C17 H12 O3 N2 S1,17,12,3,2,-9999,1,-9999,N/A
39,323.085761,323.08585567151994,323.0859724857591,2768326.3,-9999,379550.6,43.7,-1,-0.36155775586506106,0.9765594009653996,0,0.5859356405792399,12,0.8888888888888888,0.1111111111111111,N2 S1 O2,de-protonated,0,-9999,C18 H16 O2 N2 S1,18,16,2,2,-9999,1,-9999,N/A
40,323.122057,323.1221516604138,323.1223579951091,2456522.5,-9999,390711.8,38.56,-1,-0.6385652066064138,0.9286823564581628,0,0.5572094138748978,11,1.0526315789473684,0.05263157894736842,N2 S1 O1,de-protonated,0,-9999,C19 H20 O1 N2 S1,19,20,1,2,-9999,1,-9999,N/A
41,325.064949,325.06504306591347,325.06523704086914,2989482.8,-9999,369974.6,47.35,-1,-0.5967262369544036,0.9374323837410504,0,0.5624594302446302,12,0.8235294117647058,0.17647058823529413,N2 S1 O3,de-protonated,0,-9999,C17 H14 O3 N2 S1,17,14,3,2,-9999,1,-9999,N/A
42,325.10078,325.1008740549496,325.100971101539,1518127,-9999,466651.5,23.08,-1,-0.2985121486662496,0.9839612111800532,0,0.5903767267080319,2,2.2,0.4,N4 S2 O4,de-protonated,0,-9999,C10 H22 O4 N4 S2,10,22,4,4,-9999,2,-9999,N/A
43,325.101418,325.10151205475444,325.10162255021913,3759279,-9999,367638.7,60.04,-1,-0.3398797699914454,0.9792575111388742,0,0.5875545066833244,11,1,0.1111111111111111,N2 S1 O2,de-protonated,0,-9999,C18 H18 O2 N2 S1,18,18,2,2,-9999,1,-9999,N/A
44,325.137649,325.1377430436682,325.1380080595691,1540435.4,-9999,333946.7,23.44,-1,-0.8150874222951741,0.886433995687683,0,0.5318603974126098,10,1.1578947368421053,0.05263157894736842,N2 S1 O1,de-protonated,0,-9999,C19 H22 O1 N2 S1,19,22,1,2,-9999,1,-9999,N/A
45,325.137866,325.13796004360177,325.1380080595691,1541363.4,-9999,405044.6,23.46,-1,-0.14767872755146916,0.9960506038676842,0,0.5976303623206105,10,1.1578947368421053,0.05263157894736842,N2 S1 O1,de-protonated,0,-9999,C19 H22 O1 N2 S1,19,22,1,2,-9999,1,-9999,N/A
48,327.044413,327.0445064602225,327.04450159597906,1618970.5,-9999,310697,24.73,-1,0.01487333815786743,0.9999598614188784,0,0.5999759168513271,12,0.75,0.25,N2 S1 O4,de-protonated,0,-9999,C16 H12 O4 N2 S1,16,12,4,2,-9999,1,-9999,N/A
49,327.080695,327.0807884491207,327.08088710532905,3505567,-9999,341721.5,55.85,-1,-0.30162633236831493,0.98362758980142,0,0.590176553880852,11,0.9411764705882352,0.17647058823529413,N2 S1 O3,de-protonated,0,-9999,C17 H16 O3 N2 S1,17,16,3,2,-9999,1,-9999,N/A
50,327.117004,327.1170974380106,327.1172726146791,3624099.5,-9999,351247.6,57.81,-1,-0.5355164131379531,0.9492952039645584,0,0.569577122378735,10,1.1111111111111112,0.1111111111111111,N2 S1 O2,de-protonated,0,-9999,C18 H20 O2 N2 S1,18,20,2,2,-9999,1,-9999,N/A
51,327.153588,327.1536814268164,327.1536581240291,996904,-9999,382502.5,14.47,-1,0.07122887576195533,0.9990798341324696,0,0.5994479004794817,9,1.263157894736842,0.05263157894736842,N2 S1 O1,de-protonated,0,-9999,C19 H24 O1 N2 S1,19,24,1,2,-9999,1,-9999,N/A
52,329.05994,329.06003284349674,329.0601516604391,2383002.8,-9999,389962,36.74,-1,-0.3610797045695611,0.976620616419482,0,0.5859723698516891,11,0.875,0.25,N2 S1 O4,de-protonated,0,-9999,C16 H14 O4 N2 S1,16,14,4,2,-9999,1,-9999,N/A
52,329.05994,329.06003284349674,329.0597715379191,2383002.8,-9999,389962,36.74,-1,0.7940976084753788,0.8918833658825341,0,0.5351300195295204,16,0.6111111111111112,0.05555555555555555,N4 P1 O1,de-protonated,0,-9999,C18 H11 O1 N4 P1,18,11,1,4,1,-9999,-9999,N/A
53,329.095479,329.0955718326223,329.095885721109,914847.3,-9999,579399.4,12.91,-1,-0.9537903704149202,0.8478370785971361,0,0.5087022471582816,1,2.4444444444444446,0.5555555555555556,N4 S2 O5,de-protonated,0,-9999,C9 H22 O5 N4 S2,9,22,5,4,-9999,2,-9999,N/A
54,329.096307,329.09639983236895,329.0965371697891,2907807.5,-9999,349877.5,45.26,-1,-0.41731651546138,0.9688942109200456,0,0.5813365265520273,10,1.0588235294117647,0.17647058823529413,N2 S1 O3,de-protonated,0,-9999,C17 H18 O3 N2 S1,17,18,3,2,-9999,1,-9999,N/A
55,329.132591,329.1326838212664,329.1329226791391,1558564.1,-9999,361070.2,23.36,-1,-0.7257185659679256,0.9088609974769456,0,0.5453165984861673,9,1.2222222222222223,0.1111111111111111,N2 S1 O2,de-protonated,0,-9999,C18 H22 O2 N2 S1,18,22,2,2,-9999,1,-9999,N/A
56,329.161264,329.1613568124929,329.1614461025191,912423.9,-9999,552088.9,12.87,-1,-0.2712651413688192,0.9867368796022372,0,0.5920421277613422,3,1.7647058823529411,0.1176470588235294,S2 O2,de-protonated,0,-9999,C17 H30 O2 S2,17,30,2,-9999,-9999,2,-9999,N/A
57,331.054576,331.05466823316334,331.0546723568391,1037092.8,-9999,379434.3,14.89,-1,-0.01245617746981649,0.9999718474791102,0,0.599983108487466,15,0.631578947368421,0.10526315789473684,N2 S1 O2,de-protonated,0,-9999,C19 H12 O2 N2 S1,19,12,2,2,-9999,1,-9999,N/A
58,331.075626,331.07571822672236,331.07580172489907,1540391.6,-9999,397558.8,23.06,-1,-0.25220259611855966,0.9885250925066258,0,0.5931150555039755,10,1,0.25,N2 S1 O4,de-protonated,0,-9999,C16 H16 O4 N2 S1,16,16,4,2,-9999,1,-9999,N/A
58,331.075626,331.07571822672236,331.0754216023791,1540391.6,-9999,397558.8,23.06,-1,0.8959419029905356,0.8644593308051651,0,0.5186755984830991,15,0.7222222222222222,0.05555555555555555,N4 P1 O1,de-protonated,0,-9999,C18 H13 O1 N4 P1,18,13,1,4,1,-9999,-9999,N/A
59,331.112079,331.1121712155682,331.1121872342491,1149356.6,-9999,369603,16.71,-1,-0.04837840931720909,0.9995754148663796,0,0.5997452489198278,9,1.1764705882352942,0.17647058823529413,N2 S1 O3,de-protonated,0,-9999,C17 H20 O3 N2 S1,17,20,3,2,-9999,1,-9999,N/A
60,333.033809,333.0339006275431,333.03393691194907,1477560.9,-9999,489811.8,22.03,-1,-0.1089510765400774,0.9978484608166036,0,0.5987090764899622,15,0.5555555555555556,0.16666666666666666,N2 S1 O3,de-protonated,0,-9999,C18 H10 O3 N2 S1,18,10,3,2,-9999,1,-9999,N/A
61,333.070041,333.0701326164566,333.0703224212991,1710782,-9999,443166.4,25.82,-1,-0.5698641690883824,0.9427778663497032,0,0.565666719809822,14,0.7368421052631579,0.10526315789473684,N2 S1 O2,de-protonated,0,-9999,C19 H14 O2 N2 S1,19,14,2,2,-9999,1,-9999,N/A
62,333.106586,333.1066776052743,333.1067079306491,1441091.3,-9999,449040.8,21.44,-1,-0.0910380190943545,0.9984972978259782,0,0.5990983786955869,13,0.9,0.05,N2 S1 O1,de-protonated,0,-9999,C20 H18 O1 N2 S1,20,18,1,2,-9999,1,-9999,N/A
63,333.142679,333.1427705942302,333.1424419913191,1037128.4,-9999,450024.2,14.88,-1,0.986373603875674,0.8381674360433067,0,0.502900461625984,3,2,0.15384615384615383,N4 S2 O2,de-protonated,0,-9999,C13 H26 O2 N4 S2,13,26,2,4,-9999,2,-9999,N/A
64,335.049288,335.049379010832,335.0495869764091,2360414.3,-9999,360179,36.36,-1,-0.6207008907745675,0.9324808517091218,0,0.559488511025473,14,0.6666666666666666,0.16666666666666666,N2 S1 O3,de-protonated,0,-9999,C18 H12 O3 N2 S1,18,12,3,2,-9999,1,-9999,N/A
65,335.085726,335.0858169996825,335.0859724857591,2053347.6,-9999,343267.1,31.38,-1,-0.464018459066848,0.9616850385794266,0,0.577011023147656,13,0.8421052631578947,0.10526315789473684,N2 S1 O2,de-protonated,0,-9999,C19 H16 O2 N2 S1,19,16,2,2,-9999,1,-9999,N/A
66,335.122172,335.12226298853045,335.1223579951091,1950825,-9999,364158.7,29.71,-1,-0.28349818023273554,0.9855225686327456,0,0.5913135411796473,12,1,0.05,N2 S1 O1,de-protonated,0,-9999,C20 H20 O1 N2 S1,20,20,1,2,-9999,1,-9999,N/A
67,337.028608,337.0286984051852,337.0288515315191,1502346.3,-9999,384619.4,22.06,-1,-0.4543419152067346,0.9632369619760022,0,0.5779421771856013,14,0.5882352941176471,0.2352941176470588,N2 S1 O4,de-protonated,0,-9999,C17 H10 O4 N2 S1,17,10,4,2,-9999,1,-9999,N/A
67,337.028608,337.0286984051852,337.0284714089991,1502346.3,-9999,384619.4,22.06,-1,0.6735222847409108,0.920985506909884,0,0.5525913041459303,19,0.3684210526315789,0.05263157894736842,N4 P1 O1,de-protonated,0,-9999,C19 H7 O1 N4 P1,19,7,1,4,1,-9999,-9999,N/A
68,337.065061,337.06515139403103,337.06523704086914,3524111.8,-9999,405502.9,54.35,-1,-0.25409573189315204,0.9883531861180812,0,0.5930119116708487,13,0.7777777777777778,0.16666666666666666,N2 S1 O3,de-protonated,0,-9999,C18 H14 O3 N2 S1,18,14,3,2,-9999,1,-9999,N/A
69,337.101329,337.1014193829335,337.10162255021913,3635221.5,-9999,344725.1,56.12,-1,-0.6026885426902161,0.9362167697749644,0,0.5617300618649786,12,0.9473684210526316,0.10526315789473684,N2 S1 O2,de-protonated,0,-9999,C19 H18 O2 N2 S1,19,18,2,2,-9999,1,-9999,N/A
70,337.137054,337.137144372002,337.13735661088907,955930.9,-9999,459279.1,13.34,-1,-0.6295323935397049,0.9306145388661428,0,0.5583687233196857,2,2.1666666666666665,0.25,N4 S2 O3,de-protonated,0,-9999,C12 H26 O3 N4 S2,12,26,3,4,-9999,2,-9999,N/A
71,337.137703,337.13779337180347,337.13800805956913,2504731,-9999,346209.9,38.07,-1,-0.6367949045509838,0.9290628875856656,0,0.5574377325513993,11,1.1,0.05,N2 S1 O1,de-protonated,0,-9999,C20 H22 O1 N2 S1,20,22,1,2,-9999,1,-9999,N/A
73,339.044157,339.04424678845265,339.04450159597906,2685767.5,-9999,340073.4,40.96,-1,-0.7515459628562157,0.902590705508489,0,0.5415544233050934,13,0.7058823529411765,0.2352941176470588,N2 S1 O4,de-protonated,0,-9999,C17 H12 O4 N2 S1,17,12,4,2,-9999,1,-9999,N/A
73,339.044157,339.04424678845265,339.0441214734591,2685767.5,-9999,340073.4,40.96,-1,0.36961264222254464,0.9755163669314948,0,0.5853098201588969,18,0.47368421052631576,0.05263157894736842,N4 P1 O1,de-protonated,0,-9999,C19 H9 O1 N4 P1,19,9,1,4,1,-9999,-9999,N/A
74,339.080646,339.0807357772875,339.08088710532905,4718413.5,-9999,343115.2,73.42,-1,-0.4462889160748088,0.4822527116480477,0.8370420509349343,0.6241684473628024,12,0.8888888888888888,0.16666666666666666,N2 S1 O3,de-protonated,0,-9999,C18 H16 O3 N2 S1,18,16,3,2,-9999,1,-9999,N/A
75,339.117169,339.1172587661119,339.1172726146791,4748883.5,-9999,335389.1,73.9,-1,-0.04083710367861672,0.4998487247108598,0.8295321147073604,0.6317220807094601,11,1.0526315789473684,0.10526315789473684,N2 S1 O2,de-protonated,0,-9999,C19 H20 O2 N2 S1,19,20,2,2,-9999,1,-9999,N/A
76,339.15347,339.1535597550043,339.1536581240291,2186457,-9999,394511.7,32.98,-1,-0.2900426471224362,0.9848515862285614,0,0.5909109517371368,10,1.2,0.05,N2 S1 O1,de-protonated,0,-9999,C20 H24 O1 N2 S1,20,24,1,2,-9999,1,-9999,N/A
79,341.059888,341.05997717166446,341.0601516604391,4180880.8,-9999,351563,64.83,-1,-0.5116070399405256,0.9536174353663796,0,0.5721704612198277,12,0.8235294117647058,0.2352941176470588,N2 S1 O4,de-protonated,0,-9999,C17 H14 O4 N2 S1,17,14,4,2,-9999,1,-9999,N/A
79,341.059888,341.05997717166446,341.0597715379191,4180880.8,-9999,351563,64.83,-1,0.6029258285460266,0.468084086959263,0.8295321147073605,0.6126632980585021,17,0.5789473684210527,0.05263157894736842,N4 P1 O1,de-protonated,0,-9999,C19 H11 O1 N4 P1,19,11,1,4,1,-9999,-9999,N/A
80,341.095539,341.0956281607557,341.095885721109,1992086.8,-9999,567995.8,29.87,-1,-0.7550966285040079,0.9017150083475044,0,0.5410290050085026,2,2.2,0.5,N4 S2 O5,de-protonated,0,-9999,C10 H22 O5 N4 S2,10,22,5,4,-9999,2,-9999,N/A
81,341.096275,341.0963641605305,341.0965371697891,5761175,-9999,344217.1,90.06,-1,-0.507214936850039,0.9770619543926116,0.9808687481756152,0.978584671905813,11,1,0.16666666666666666,N2 S1 O3,de-protonated,0,-9999,C18 H18 O3 N2 S1,18,18,3,2,-9999,1,-9999,N/A
82,341.132774,341.13286314936227,341.1329226791391,3156381,-9999,300964.5,48.47,-1,-0.17450610264313896,0.9944896934208944,0,0.5966938160525367,10,1.1578947368421053,0.10526315789473684,N2 S1 O2,de-protonated,0,-9999,C19 H22 O2 N2 S1,19,22,2,2,-9999,1,-9999,N/A
83,341.16916199999997,341.169251138228,341.1693081884891,943139,-9999,410652.3,13.12,-1,-0.16721979299422662,0.9949390982534844,0,0.5969634589520906,9,1.3,0.05,N2 S1 O1,de-protonated,0,-9999,C20 H26 O1 N2 S1,20,26,1,2,-9999,1,-9999,N/A
84,342.09979,342.0998788534676,342.09989200485916,967807.3,-9999,457725.7,13.29,-1,-0.03844313273280458,0.999731877572976,0.9808687481756152,0.9921866258140316,11,1.0588235294117647,0.17647058823529413,13C1 N2 S1 O3,de-protonated,1,81,C17 H18 O3 N2 S1 13C1,17,18,3,2,-9999,1,1,N/A
85,343.038698,343.03878656617366,343.03856806237906,1084767.4,-9999,738469.6,15.12,-1,0.6369656794960369,0.929026218310152,0,0.5574157309860911,11,0.9444444444444444,0.05555555555555555,S2 P1 O1,de-protonated,0,-9999,C18 H17 O1 P1 S2,18,17,1,-9999,1,2,-9999,N/A
85,343.038698,343.03878656617366,343.0390360930291,1084767.4,-9999,738469.6,15.12,-1,-0.7274007596428423,0.9084579722235312,0,0.5450747833341187,17,0.5,0.1111111111111111,N4 P1 O2,de-protonated,0,-9999,C18 H9 O2 N4 P1,18,9,2,4,1,-9999,-9999,N/A
85,343.038698,343.03878656617366,343.03876476686906,1084767.4,-9999,738469.6,15.12,-1,0.0635476419278765,0.9992675236548596,0,0.5995605141929157,3,2,0.875,N4 S2 O7,de-protonated,0,-9999,C8 H16 O7 N4 S2,8,16,7,4,-9999,2,-9999,N/A
86,343.039263,343.0393515660008,343.03941621554907,1423071.5,-9999,370244.7,20.44,-1,-0.18846099084344511,0.9935761100784062,0,0.5961456660470437,12,0.75,0.3125,N2 S1 O5,de-protonated,0,-9999,C16 H12 O5 N2 S1,16,12,5,2,-9999,1,-9999,N/A
86,343.039263,343.0393515660008,343.0390360930291,1423071.5,-9999,370244.7,20.44,-1,0.9196416107203312,0.8577363273076034,0,0.514641796384562,17,0.5,0.1111111111111111,N4 P1 O2,de-protonated,0,-9999,C18 H9 O2 N4 P1,18,9,2,4,1,-9999,-9999,N/A
87,343.075646,343.07573455486806,343.07580172489907,4165605.8,-9999,339509.1,63.51,-1,-0.1957877258159626,0.993068690808488,0,0.5958412144850928,11,0.9411764705882352,0.2352941176470588,N2 S1 O4,de-protonated,0,-9999,C17 H16 O4 N2 S1,17,16,4,2,-9999,1,-9999,N/A
87,343.075646,343.07573455486806,343.0754216023791,4165605.8,-9999,339509.1,63.51,-1,0.9121973457235448,0.42993065196998825,0.8295321147073604,0.5897712370649371,16,0.6842105263157895,0.05263157894736842,N4 P1 O1,de-protonated,0,-9999,C19 H13 O1 N4 P1,19,13,1,4,1,-9999,-9999,N/A
88,343.111932,343.112020543765,343.1121872342491,3539692,-9999,353829.8,53.68,-1,-0.48581918770294535,0.958078492818942,0,0.5748470956913652,10,1.1111111111111112,0.16666666666666666,N2 S1 O3,de-protonated,0,-9999,C18 H20 O3 N2 S1,18,20,3,2,-9999,1,-9999,N/A
89,343.148394,343.14848253260806,343.1485727435991,1702130.3,-9999,435301.2,24.82,-1,-0.26289193144515355,0.9875379900376924,0,0.5925227940226153,9,1.263157894736842,0.10526315789473684,N2 S1 O2,de-protonated,0,-9999,C19 H24 O2 N2 S1,19,24,2,2,-9999,1,-9999,N/A
90,345.033701,345.03378895572797,345.03393691194907,1244987.9,-9999,559931.1,17.63,-1,-0.4288164301258973,0.9671850613180892,0,0.5803110367908535,16,0.5263157894736842,0.15789473684210523,N2 S1 O3,de-protonated,0,-9999,C19 H10 O3 N2 S1,19,10,3,2,-9999,1,-9999,N/A
91,345.054787,345.0548749492759,345.0550662800091,2016063.6,-9999,414207.9,29.74,-1,-0.5544933312704405,0.945738920078088,0,0.5674433520468528,11,0.875,0.3125,N2 S1 O5,de-protonated,0,-9999,C16 H14 O5 N2 S1,16,14,5,2,-9999,1,-9999,N/A
91,345.054787,345.0548749492759,345.05468615748913,2016063.6,-9999,414207.9,29.74,-1,0.5471358435960193,0.9471308246332792,0,0.5682784947799675,16,0.6111111111111112,0.1111111111111111,N4 P1 O2,de-protonated,0,-9999,C18 H11 O2 N4 P1,18,11,2,4,1,-9999,-9999,N/A
92,345.070119,345.0702069445845,345.0703224212991,1516098.4,-9999,451722.9,21.89,-1,-0.33464690265851266,0.9798848882546364,0,0.5879309329527818,15,0.7,0.1,N2 S1 O2,de-protonated,0,-9999,C20 H14 O2 N2 S1,20,14,2,2,-9999,1,-9999,N/A
93,345.091249,345.091336938119,345.0914517893591,2324806.3,-9999,381719.2,34.59,-1,-0.33281392363985435,0.9801024388968566,0,0.5880614633381139,10,1.0588235294117647,0.2352941176470588,N2 S1 O4,de-protonated,0,-9999,C17 H18 O4 N2 S1,17,18,4,2,-9999,1,-9999,N/A
93,345.091249,345.091336938119,345.09107166683907,2324806.3,-9999,381719.2,34.59,-1,0.7686993426455153,0.8983300051849837,0,0.5389980031109902,15,0.7894736842105263,0.05263157894736842,N4 P1 O1,de-protonated,0,-9999,C19 H15 O1 N4 P1,19,15,1,4,1,-9999,-9999,N/A
