Sorting code,Citation,Study Codes,Data point code,Scientific Name,Common Name 2,Nativity,Authority,sp_code,variety,Subspecies,Species,Genus,plant form,Subfamily,Family,Order,Subclass,Class,Subdivision,Division,Superdivision,Subkingdom,Kingdom,Plant type,Clade,Latitude 2,Longitude 2,Lat_DD,Long_DD,"State, Territory, or Region",Country,Continent,"Elev (m, asl) 3",Source for elevation data,Stream order,Stream order 2,Land use,Duration (d),Duration (dd) 2,# sampling dates,mesh size category,T50 (d),k (d),n,estimated k?,equation used,min (ºC),max (ºC),range (ºC),mean (ºC),estimated mean?
2308,Feio et al 2010 FWB,,JJFS533,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,601,Reported value,,,,35,298,1,fine,49.78,0.0139,,no,exponential,,,,8.5,N
2309,Feio et al 2010 FWB,,JJFS534,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,188,Reported value,,,,35,343,1,fine,57.13,0.0121,,no,exponential,,,,9.8,N
2310,Feio et al 2010 FWB,,JJFS535,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,880,Reported value,,,,35,266,1,fine,67.34,0.0103,,no,exponential,,,,7.6,N
2311,Feio et al 2010 FWB,,JJFS536,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,240,Reported value,,,,35,378,1,fine,43.96,0.0158,,no,exponential,,,,10.8,N
2312,Feio et al 2010 FWB,,JJFS537,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,597,Reported value,,,,35,340,1,fine,68.66,0.0101,,no,exponential,,,,9.7,N
2313,Feio et al 2010 FWB,,JJFS538,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,304,Reported value,,,,35,392,1,fine,41.89,0.0165,,no,exponential,,,,11.2,N
2314,Feio et al 2010 FWB,,JJFS539,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,545,Reported value,,,,35,333,1,fine,55.04,0.0126,,no,exponential,,,,9.5,N
2315,Feio et al 2010 FWB,,JJFS540,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,189,Reported value,,,,35,319,1,fine,25.9,0.0268,,no,exponential,,,,9.1,N
2316,Feio et al 2010 FWB,,JJFS541,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,52,Reported value,,,,35,564,1,fine,29.26,0.0237,,no,exponential,,,,16.1,N
2317,Feio et al 2010 FWB,,JJFS542,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,337,Reported value,,,,35,298,1,fine,52.37,0.0132,,no,exponential,,,,8.5,N
2318,Feio et al 2010 FWB,,JJFS543,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,73,Reported value,,,,35,410,1,fine,46.23,0.015,,no,exponential,,,,11.7,N
2319,Feio et al 2010 FWB,,JJFS544,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,1040,Reported value,,,,35,224,1,fine,55.87,0.0124,,no,exponential,,,,6.4,N
2320,Feio et al 2010 FWB,,JJFS545,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,318,Reported value,,,,35,238,1,fine,35.26,0.0197,,no,exponential,,,,6.8,N
2321,Feio et al 2010 FWB,,JJFS546,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,310,Reported value,,,,35,305,1,fine,52.78,0.0131,,no,exponential,,,,8.7,N
2322,Feio et al 2010 FWB,,JJFS547,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,610,Reported value,,,,35,368,1,fine,35.89,0.0193,,no,exponential,,,,10.5,N
2323,Feio et al 2010 FWB,,JJFS548,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,720,Reported value,,,,35,308,1,fine,47.68,0.0145,,no,exponential,,,,8.8,N
2324,Feio et al 2010 FWB,,JJFS549,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,437,Reported value,,,,35,308,1,fine,44.54,0.0156,,no,exponential,,,,8.8,N
2325,Feio et al 2010 FWB,,JJFS550,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,42,Reported value,,,,35,483,1,fine,74.18,0.0093,,no,exponential,,,,13.8,N
2326,Feio et al 2010 FWB,,JJFS551,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,41,Reported value,,,,35,473,1,fine,17.46,0.0397,,no,exponential,,,,13.5,N
2327,Feio et al 2010 FWB,,JJFS552,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,50,Reported value,,,,35,448,1,fine,57.84,0.012,,no,exponential,,,,12.8,N
2328,Feio et al 2010 FWB,,JJFS553,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,297,Reported value,,,,35,326,1,fine,49.53,0.014,,no,exponential,,,,9.3,N
2329,Feio et al 2010 FWB,,JJFS554,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,345,Reported value,,,,35,284,1,fine,48.48,0.0143,,no,exponential,,,,8.1,N
2330,Feio et al 2010 FWB,,JJFS555,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,66,Reported value,,,,35,389,1,fine,50.38,0.0138,,no,exponential,,,,11.1,N
2331,Feio et al 2010 FWB,,JJFS556,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,112,Reported value,,,,35,403,1,fine,49.01,0.0141,,no,exponential,,,,11.5,N
2332,Feio et al 2010 FWB,,JJFS557,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,227,Reported value,,,,35,385,1,fine,34.85,0.0199,,no,exponential,,,,11,N
2333,Feio et al 2010 FWB,,JJFS558,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,200,Reported value,,,,35,382,1,fine,53.6,0.0129,,no,exponential,,,,10.9,N
2334,Feio et al 2010 FWB,,JJFS559,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,100,Reported value,,,,35,368,1,fine,49.29,0.0141,,no,exponential,,,,10.5,N
2335,Feio et al 2010 FWB,,JJFS560,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,98,Reported value,,,,35,364,1,fine,44.74,0.0155,,no,exponential,,,,10.4,N
2336,Feio et al 2010 FWB,,JJFS561,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,562,Reported value,,,,35,354,1,fine,51.23,0.0135,,no,exponential,,,,10.1,N
2337,Feio et al 2010 FWB,,JJFS562,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,200,Reported value,,,,35,420,1,fine,68.11,0.0102,,no,exponential,,,,12,N
2338,Feio et al 2010 FWB,,JJFS563,Alnus glutinosa,european alder,Europe,(L.) Gaertn.,glutinosa,,,glutinosa,Alnus,tree,Betuleae,Betulaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,806,Reported value,,,,35,308,1,fine,84.47,0.0082,,no,exponential,,,,8.8,N
2339,Feio et al 2010 FWB,,JJFS564,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,152,Reported value,,,,35,553,1,coarse,53.3,0.013,,no,exponential,,,,15.8,N
2340,Feio et al 2010 FWB,,JJFS565,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,52,Reported value,,,,35,357,1,coarse,56.86,0.0122,,no,exponential,,,,10.2,N
2341,Feio et al 2010 FWB,,JJFS566,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,260,Reported value,,,,35,280,1,coarse,57.55,0.012,,no,exponential,,,,8,N
2342,Feio et al 2010 FWB,,JJFS567,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,80,Reported value,,,,35,336,1,coarse,96.82,0.0072,,no,exponential,,,,9.6,N
2343,Feio et al 2010 FWB,,JJFS568,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,20,Reported value,,,,35,532,1,coarse,72.03,0.0096,,no,exponential,,,,15.2,N
2344,Feio et al 2010 FWB,,JJFS569,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,700,Reported value,,,,35,343,1,coarse,47.44,0.0146,,no,exponential,,,,9.8,N
2345,Feio et al 2010 FWB,,JJFS570,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,650,Reported value,,,,35,357,1,coarse,56.17,0.0123,,no,exponential,,,,10.2,N
2346,Feio et al 2010 FWB,,JJFS571,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,603,Reported value,,,,35,347,1,coarse,62.5,0.0111,,no,exponential,,,,9.9,N
2347,Feio et al 2010 FWB,,JJFS572,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,601,Reported value,,,,35,298,1,coarse,63.2,0.011,,no,exponential,,,,8.5,N
2348,Feio et al 2010 FWB,,JJFS573,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,188,Reported value,,,,35,343,1,coarse,66.72,0.0104,,no,exponential,,,,9.8,N
2349,Feio et al 2010 FWB,,JJFS574,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,880,Reported value,,,,35,266,1,coarse,77.97,0.0089,,no,exponential,,,,7.6,N
2350,Feio et al 2010 FWB,,JJFS575,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,240,Reported value,,,,35,378,1,coarse,73.95,0.0094,,no,exponential,,,,10.8,N
2351,Feio et al 2010 FWB,,JJFS576,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,597,Reported value,,,,35,340,1,coarse,81.6,0.0085,,no,exponential,,,,9.7,N
2352,Feio et al 2010 FWB,,JJFS577,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,304,Reported value,,,,35,392,1,coarse,63.2,0.011,,no,exponential,,,,11.2,N
2353,Feio et al 2010 FWB,,JJFS578,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,545,Reported value,,,,35,333,1,coarse,71.33,0.0097,,no,exponential,,,,9.5,N
2354,Feio et al 2010 FWB,,JJFS579,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,189,Reported value,,,,35,319,1,coarse,83.71,0.0083,,no,exponential,,,,9.1,N
2355,Feio et al 2010 FWB,,JJFS580,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,52,Reported value,,,,35,564,1,coarse,56.88,0.0122,,no,exponential,,,,16.1,N
2356,Feio et al 2010 FWB,,JJFS581,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,337,Reported value,,,,35,298,1,coarse,59.71,0.0116,,no,exponential,,,,8.5,N
2357,Feio et al 2010 FWB,,JJFS582,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,73,Reported value,,,,35,410,1,coarse,27.15,0.0255,,no,exponential,,,,11.7,N
2358,Feio et al 2010 FWB,,JJFS583,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,1040,Reported value,,,,35,224,1,coarse,68.31,0.0101,,no,exponential,,,,6.4,N
2359,Feio et al 2010 FWB,,JJFS584,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,318,Reported value,,,,35,238,1,coarse,50.76,0.0137,,no,exponential,,,,6.8,N
2360,Feio et al 2010 FWB,,JJFS585,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,310,Reported value,,,,35,305,1,coarse,51.31,0.0135,,no,exponential,,,,8.7,N
2361,Feio et al 2010 FWB,,JJFS586,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,610,Reported value,,,,35,368,1,coarse,37.63,0.0184,,no,exponential,,,,10.5,N
2362,Feio et al 2010 FWB,,JJFS587,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,720,Reported value,,,,35,308,1,coarse,55.13,0.0126,,no,exponential,,,,8.8,N
2363,Feio et al 2010 FWB,,JJFS588,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,437,Reported value,,,,35,308,1,coarse,85.38,0.0081,,no,exponential,,,,8.8,N
2364,Feio et al 2010 FWB,,JJFS589,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,42,Reported value,,,,35,483,1,coarse,116.66,0.0059,,no,exponential,,,,13.8,N
2365,Feio et al 2010 FWB,,JJFS590,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,41,Reported value,,,,35,473,1,coarse,68.26,0.0102,,no,exponential,,,,13.5,N
2366,Feio et al 2010 FWB,,JJFS591,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,50,Reported value,,,,35,448,1,coarse,70.86,0.0098,,no,exponential,,,,12.8,N
2367,Feio et al 2010 FWB,,JJFS592,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,297,Reported value,,,,35,326,1,coarse,66.36,0.0104,,no,exponential,,,,9.3,N
2368,Feio et al 2010 FWB,,JJFS593,Quercus robur,columnar English oak,Europe,L.,robur,,,robur,Quercus,tree,Quercoideae,Fagaceae,Fagales,Hamamelididae,Magnoliopsida,,Magnoliophyta,Spermatophyta,Tracheobionta,Plantae,deciduous leaf,Eudicot,41.093,-7.2834,41.1758,-6.5239,,Portugal,Europe,345,Reported value,,,,35,284,1,coarse,57.8,0.012,,no,exponential,,,,8.1,N
