Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,15N,17O,18O,33S,34S,36S
218,241.085789,241.08582999908148,241.08598628640908,812960.6,-9999,800667.8,12.34,-1,-0.6482638414867422,0.926581671929326,0,0.5559490031575955,5,1.6666666666666667,0.2222222222222222,N4 P1 O2,de-protonated,0,-9999,C9 H15 O2 N4 P1,9,15,2,4,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
230,242.985207,242.98524712226993,242.9852691855291,877178.7,-9999,1329385.4,13.41,-1,-0.0908008096139768,0.998505112683943,0,0.5991030676103658,11,0.4166666666666667,0.3333333333333333,P1 O4,de-protonated,0,-9999,C12 H5 O4 P1,12,5,4,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
240,245.048328,245.0483671698896,245.0485381486291,2242417.3,-9999,723289.7,37.33,-1,-0.6977341744932576,0.915453961129494,0,0.5492723766776965,9,0.9166666666666666,0.16666666666666666,N2 P1 O2,de-protonated,0,-9999,C12 H11 O2 N2 P1,12,11,2,2,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
249,248.977853,248.97789035593772,248.9780758048191,1069491.9,-9999,821701.8,16.68,-1,-0.7448402064418032,0.9042355754740982,0,0.5425413452844589,9,0.6363636363636364,0.2727272727272727,S1 P1 O3,de-protonated,0,-9999,C11 H7 O3 P1 S1,11,7,3,-9999,1,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999
250,249.022201,249.02223833546572,249.0223234001391,1251387.8,-9999,709475.7,19.85,-1,-0.34159456961020784,0.979049891905835,0,0.587429935143501,13,0.5,0.07142857142857142,N2 P1 O1,de-protonated,0,-9999,C14 H7 O1 N2 P1,14,7,1,2,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
259,251.077173,251.07720938684716,251.0772410199191,999783.9,-9999,682626.4,15.38,-1,-0.12598940389307417,0.997123948925417,0,0.5982743693552501,2,1.7777777777777777,0.8888888888888888,O8,de-protonated,0,-9999,C9 H16 O8,9,16,8,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
260,251.078074,251.07811038643123,251.07811039978907,4352936,-9999,700080.1,73.61,-1,-5.320190568902143e-5,0.99999999948642,0,0.5999999996918519,1,2,0.3,S2 O3,de-protonated,0,-9999,C10 H20 O3 S2,10,20,3,-9999,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999
263,252.951066,252.9511015218185,252.95120960764905,2481135.8,-9999,641752.1,41.1,-1,-0.4272991251118078,0.967413053456436,0,0.5804478320738616,4,1.4,0.8,N2 S2 P1 O4,de-protonated,0,-9999,C5 H7 O4 N2 P1 S2,5,7,4,2,1,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999
281,257.102777,257.1028106053008,257.1030618452391,2750132,-9999,656044.1,45.52,-1,-0.9771954346879774,0.8409127822857058,0,0.5045476693714235,4,1.5,0.5,O6,de-protonated,0,-9999,C12 H18 O6,12,18,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
291,259.118431,259.11846367483224,259.1187119096991,3895809.5,-9999,676180.3,64.76,-1,-0.9579966842279096,0.8466008732652448,0,0.5079605239591468,3,1.6666666666666667,0.5,O6,de-protonated,0,-9999,C12 H20 O6,12,20,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
293,259.154857,259.1548896580173,259.15509741904907,1669255.4,-9999,606057.7,26.62,-1,-0.8016860708411108,0.8899258168261366,0,0.5339554900956819,2,1.8461538461538465,0.38461538461538464,O5,de-protonated,0,-9999,C13 H24 O5,13,24,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
300,261.061392,261.06142377792037,261.06159095545905,1078683.5,-9999,598014.8,16.36,-1,-0.6403758518190439,0.9282922225705929,0,0.5569753335423556,4,1.4,0.8,O8,de-protonated,0,-9999,C10 H14 O8,10,14,8,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
301,261.097709,261.09774076115565,261.0979764648091,1111681.3,-9999,616293.9,16.92,-1,-0.9027402534879808,0.8625434227551446,0,0.5175260536530868,3,1.6363636363636365,0.6363636363636364,O7,de-protonated,0,-9999,C11 H18 O7,11,18,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
302,261.124242,261.12427374890746,261.12446599538913,1009125.5,-9999,528656.3,15.17,-1,-0.736225466049469,0.906331399157014,0,0.5437988394942085,7,1.2857142857142858,0.21428571428571427,N2 O3,de-protonated,0,-9999,C14 H18 O3 N2,14,18,3,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
303,261.134088,261.13411974436235,261.13436197415905,2153671,-9999,654867.6,34.61,-1,-0.92760598362490565,0.8554496505282537,0,0.5132697903169522,2,1.8333333333333333,0.5,O6,de-protonated,0,-9999,C12 H22 O6,12,22,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
304,261.137282,261.13731374288795,261.1373531549591,1098567.6,-9999,596160.6,16.69,-1,-0.15092467879472352,0.99587544432925,0,0.5975252665975499,2,2.090909090909091,0.2727272727272727,N2 P1 O3,de-protonated,0,-9999,C11 H23 O3 N2 P1,11,23,3,2,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
305,261.162404,261.16243573129105,261.1625052750191,1308747.6,-9999,620433.3,20.26,-1,-0.2662852692898622,0.9872162796266756,0,0.5923297677760054,1,2.076923076923077,0.2307692307692308,P1 O3,de-protonated,0,-9999,C13 H27 O3 P1,13,27,3,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
308,262.975765,262.9757958942053,262.9759678045391,11092074,-9999,647443.3,186.39,-1,-0.6537111935576849,0.30846334292636846,0.8201616446269088,0.5131426636065846,9,0.75,0.08333333333333333,S2 P1 O1,de-protonated,0,-9999,C12 H9 O1 P1 S2,12,9,1,-9999,1,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999
311,263.043831,263.0438618627846,263.0438466913691,9598069,-9999,611510.8,161.02,-1,0.05767637482855516,0.9991846351935332,0.9929210731689646,0.996679210383706,4,1.625,0.75,N2 P1 O6,de-protonated,0,-9999,C8 H13 O6 N2 P1,8,13,6,2,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
312,263.128635,263.1286658236372,263.12888267055905,1361794.3,-9999,634037.6,21.16,-1,-0.8241091575717797,0.8840585844768266,0,0.5304351506860959,6,1.3333333333333333,0.26666666666666666,O4,de-protonated,0,-9999,C15 H20 O4,15,20,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
313,263.139862,263.1398928184546,263.14011605984905,1015556,-9999,707321.3,15.28,-1,-0.8483746142317755,0.877572431319403,0,0.5265434587916418,6,1.4285714285714286,0.21428571428571427,N2 O3,de-protonated,0,-9999,C14 H20 O3 N2,14,20,3,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
315,263.165096,263.1651268068061,263.1652681799091,3164296,-9999,614004.5,51.77,-1,-0.5372027395465876,0.9489836656125544,0,0.5693901993675327,5,1.5,0.1875,O3,de-protonated,0,-9999,C16 H24 O3,16,24,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
316,264.047191,264.04722139961234,264.0472015264391,911313.1,-9999,698941.5,13.51,-1,0.07526371470342165,0.9989726889632524,0.9929210731689646,0.9965520426455372,4,1.8571428571428572,0.8571428571428571,13C1 N2 P1 O6,de-protonated,1,311,C7 H13 O6 N2 P1 13C1,7,13,6,2,1,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
320,265.04091,265.0409399408906,265.0407363694891,3037866.3,-9999,634323.1,49.18,-1,0.768075897751917,0.8984861889585217,0,0.539091713375113,17,0.3333333333333333,0.05555555555555555,N2 O1,de-protonated,0,-9999,C18 H6 O1 N2,18,6,1,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
321,265.057625,265.0576549331746,265.05784298554903,1576236.8,-9999,662311.3,24.58,-1,-0.7094767402768722,0.9127132603584746,0,0.5476279562150848,8,1,0.5,N4 O5,de-protonated,0,-9999,C10 H10 O5 N4,10,10,5,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
322,265.121003,265.121032903918,265.12103438523906,2280502.5,-9999,563985.6,36.43,-1,-0.00558733893627046,0.999994335486288,0,0.5999966012917727,1,2.090909090909091,0.4545454545454546,P1 O5,de-protonated,0,-9999,C11 H23 O5 P1,11,23,5,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
323,265.144413,265.14444289311143,265.1445327350191,2276538,-9999,655708.1,36.36,-1,-0.33884126036960566,0.979382761891122,0,0.5876296571346732,5,1.4666666666666666,0.26666666666666666,O4,de-protonated,0,-9999,C15 H22 O4,15,22,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
325,265.147795,265.1478248915502,265.14790403833905,5163962.5,-9999,527079.5,84.96,-1,-0.2985005260436114,0.9839624500330304,0,0.5903774700198182,0,2.1666666666666665,0.3333333333333333,S1 O4,de-protonated,0,-9999,C12 H26 O4 S1,12,26,4,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999
327,265.180694,265.1807238763634,265.1809182443691,6854079.5,-9999,552998.4,113.41,-1,-0.732963770419639,0.91174716511458,0.995514331984944,0.9452540318627256,4,1.625,0.1875,O3,de-protonated,0,-9999,C16 H26 O3,16,26,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
328,266.088295,266.0883244573956,266.0881400565791,1162217.8,-9999,597191.2,17.6,-1,0.6930065219220352,0.9165467622674436,0,0.5499280573604661,2,1.8888888888888888,0.8888888888888888,N1 O8,de-protonated,0,-9999,C9 H17 O8 N1,9,17,8,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
330,266.103377,266.1034064504334,266.1033961978691,1232588.1,-9999,531546.9,18.79,-1,0.0385284985811718,0.9997306856396536,0,0.5998384113837921,6,1.3076923076923077,0.38461538461538464,N1 O5,de-protonated,0,-9999,C13 H17 O5 N1,13,17,5,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
331,266.184059,266.1840884131889,266.1842730794391,1144024.4,-9999,679688.9,17.3,-1,-0.6937534215824156,0.9163745233859452,0.995514331984944,0.9480304468255448,4,1.7333333333333334,0.2,13C1 O3,de-protonated,1,327,C15 H26 O3 13C1,15,26,3,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
337,266.988699,266.98872804175,266.98864048884906,1347921.8,-9999,666043.9,20.73,-1,0.32792743832100596,0.9806767941681228,0,0.5884060765008736,8,0.8181818181818182,0.3636363636363637,S1 P1 O4,de-protonated,0,-9999,C11 H9 O4 P1 S1,11,9,4,-9999,1,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999
338,267.073406,267.07343500264744,267.07349305000906,4335070.5,-9999,553095.8,71.01,-1,-0.2173460232115187,0.9914651228350052,0,0.594879073701003,7,1.2,0.5,N4 O5,de-protonated,0,-9999,C10 H12 O5 N4,10,12,5,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
339,267.087259,267.08728799625266,267.08741178077906,1942752.5,-9999,563926.3,30.74,-1,-0.4634607283932923,0.9617753069851966,0,0.577065184191118,6,1.2307692307692308,0.4615384615384616,O6,de-protonated,0,-9999,C13 H16 O6,13,16,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
341,267.123728,267.1237569794178,267.12379729012906,2062694,-9999,558367.4,32.76,-1,-0.1509064773151419,0.995876437056238,0,0.5975258622337427,5,1.4285714285714286,0.35714285714285715,O5,de-protonated,0,-9999,C14 H20 O5,14,20,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
342,267.159989,267.1600179626789,267.16018279947906,3308267.5,-9999,607761,53.72,-1,-0.6169961347199207,0.933257006594215,0,0.559954203956529,4,1.6,0.26666666666666666,O4,de-protonated,0,-9999,C15 H24 O4,15,24,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
343,267.196414,267.19644294586436,267.19656830882906,3178993,-9999,611881.7,51.55,-1,-0.46917879779969823,0.9608450978809056,0,0.5765070587285434,3,1.75,0.1875,O3,de-protonated,0,-9999,C16 H28 O3,16,28,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
348,269.10296,269.10298806576236,269.1030618452391,2492172.5,-9999,605133.8,39.62,-1,-0.27416810581838,0.9864534298197986,0,0.5918720578918791,5,1.3846153846153846,0.4615384615384616,O6,de-protonated,0,-9999,C13 H18 O6,13,18,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
349,269.131138,269.13116605275485,269.1312051460991,927376.7,-9999,651207.2,13.52,-1,-0.14525756766321388,0.9961787955454756,0,0.5977072773272855,4,1.6428571428571428,0.21428571428571427,P1 O3,de-protonated,0,-9999,C14 H23 O3 P1,14,23,3,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
351,269.139375,269.13940304895243,269.1394473545891,14388242,-9999,584127.3,238.05,-1,-0.1646196315662865,0.997432787237805,0.9983228219363626,0.997788801117228,4,1.5714285714285714,0.35714285714285715,O5,de-protonated,0,-9999,C14 H22 O5,14,22,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
353,269.175691,269.17571903218817,269.1758328639391,8459799,-9999,584310.1,139.16,-1,-0.4228899367076295,0.981729030864274,0.99206719195962,0.9858642953024124,3,1.7333333333333334,0.26666666666666666,O4,de-protonated,0,-9999,C15 H26 O4,15,26,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
355,269.212156,269.2121840153552,269.2122183732891,10610717,-9999,566037,175.04,-1,-0.12762397669848893,0.9964748966012004,0.9771637572099712,0.9887504408447086,2,1.875,0.1875,O3,de-protonated,0,-9999,C16 H30 O3,16,30,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
356,270.142765,270.14279258576636,270.1428021896591,2210725.3,-9999,556333.7,34.92,-1,-0.03555117023909273,0.9997706958933192,0.9983228219363626,0.9991915463105366,4,1.6923076923076923,0.38461538461538464,13C1 O5,de-protonated,1,351,C13 H22 O5 13C1,13,22,5,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
357,270.179117,270.1791445689856,270.1791876990091,1463978.5,-9999,535649,22.47,-1,-0.15963488488901037,0.9953867631489952,0.99206719195962,0.994058934673245,3,1.8571428571428572,0.2857142857142857,13C1 O4,de-protonated,1,353,C14 H26 O4 13C1,14,26,4,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
358,270.215505,270.21553255218805,270.2155732083591,1511471.8,-9999,491359.6,23.26,-1,-0.15045828250849486,0.9959008445897106,0.9771637572099712,0.9884060096378148,2,2,0.2,13C1 O3,de-protonated,1,355,C15 H30 O3 13C1,15,30,3,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
365,270.96019,270.9602172084257,270.96012052139906,2310172.3,-9999,613931.4,36.58,-1,0.3568312062644729,0.9771612535880212,0,0.5862967521528126,8,0.5714285714285714,0.5714285714285714,N4 S2 O4,de-protonated,0,-9999,C7 H4 O4 N4 S2,7,4,4,4,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999
366,271.061128,271.0611551618306,271.06119703228904,2321962.8,-9999,656937.2,36.78,-1,-0.15446865474954916,0.9956798904083656,0,0.5974079342450194,10,0.8,0.3333333333333333,O5,de-protonated,0,-9999,C15 H12 O5,15,12,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
367,271.082332,271.0823591520424,271.0823264003491,1323053.9,-9999,614675.1,20.12,-1,0.12081825379797832,0.9973548888593576,0,0.5984129333156146,5,1.3333333333333333,0.5833333333333334,O7,de-protonated,0,-9999,C12 H16 O7,12,16,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
368,271.118603,271.11863013529893,271.1187119096991,3354675.3,-9999,607224.6,54,-1,-0.30161842968264885,0.9836284406513852,0,0.5901770643908311,4,1.5384615384615383,0.4615384615384616,O6,de-protonated,0,-9999,C13 H20 O6,13,20,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
369,271.15507,271.155097118465,271.15509741904907,3105848.5,-9999,535061.1,49.85,-1,-0.00110853190517573,0.9999997770280796,0,0.5999998662168478,3,1.7142857142857142,0.35714285714285715,O5,de-protonated,0,-9999,C14 H24 O5,14,24,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
372,271.191397,271.19142410169565,271.19148292839907,10577214,-9999,601251.8,174.47,-1,-0.2169194356251096,0.9897637788056884,0.9909551425801608,0.9902403243154774,2,1.8666666666666667,0.26666666666666666,O4,de-protonated,0,-9999,C15 H28 O4,15,28,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
373,271.227788,271.2278150848968,271.2278684377491,3321155,-9999,656857.9,53.44,-1,-0.1967085927656693,0.9930035652664416,0,0.5958021391598649,1,2,0.1875,O3,de-protonated,0,-9999,C16 H32 O3,16,32,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
381,272.022993,272.0230197178133,272.02305167593903,864565.8,-9999,691017.6,12.47,-1,-0.1174831526454048,0.9974987258141276,0,0.5984992354884765,11,0.6666666666666666,0.25,N3 P1 O3,de-protonated,0,-9999,C12 H8 O3 N3 P1,12,8,3,3,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
384,272.026681,272.0267077161109,272.0268031017791,1758134.4,-9999,588433,27.37,-1,-0.35064805054308823,0.9779371724887772,0,0.5867623034932663,1,2.142857142857143,0.8571428571428571,N1 S2 O6,de-protonated,0,-9999,C7 H15 O6 N1 S2,7,15,6,1,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999
387,272.194741,272.19476763853083,272.1948377634691,1846606.5,-9999,562484.4,28.85,-1,-0.2576277302814054,0.9880291073275966,0.9909551425801608,0.9891995214286222,2,2,0.2857142857142857,13C1 O4,de-protonated,1,372,C14 H28 O4 13C1,14,28,4,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
406,273.097969,273.09799522158164,273.0979764648091,2634832,-9999,584460,41.61,-1,0.06868147752752106,0.9991444463670196,0,0.5994866678202116,4,1.5,0.5833333333333334,O7,de-protonated,0,-9999,C12 H18 O7,12,18,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
407,273.134342,273.13436820479114,273.13436197415905,5061205,-9999,582366,81.7,-1,0.02281160103972388,0.999905584160244,0,0.5999433504961463,3,1.6923076923076923,0.4615384615384616,O6,de-protonated,0,-9999,C13 H22 O6,13,22,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
409,273.170714,273.17074018800105,273.17074748350905,2281818.3,-9999,627650.1,35.77,-1,-0.02670676880966663,0.9998705898264884,0,0.599922353895893,2,1.8571428571428572,0.35714285714285715,O5,de-protonated,0,-9999,C14 H26 O5,14,26,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
410,273.207179,273.207205171168,273.2071329928591,1525343.5,-9999,641145.4,23.27,-1,0.2641889621821378,0.9874154978910112,0,0.5924492987346067,1,2,0.26666666666666666,O4,de-protonated,0,-9999,C15 H30 O4,15,30,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
411,274.093242,274.09326776214255,274.0932254370091,994461.4,-9999,513031.4,14.49,-1,0.15441875070831113,0.9956826753114651,0,0.5974096051868791,4,1.5454545454545454,0.6363636363636364,N1 O7,de-protonated,0,-9999,C11 H17 O7 N1,11,17,7,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
413,275.113642,275.1136672911044,275.1136265292691,2223981.5,-9999,522367.7,34.81,-1,0.14816363626918438,0.9960246770069496,0,0.5976148062041697,3,1.6666666666666667,0.5833333333333334,O7,de-protonated,0,-9999,C12 H20 O7,12,20,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
414,275.150027,275.1500522743083,275.1500120386191,2030322.8,-9999,556830,31.61,-1,0.1462318278675952,0.9961274647901353,0,0.597676478874081,2,1.8461538461538465,0.4615384615384616,O6,de-protonated,0,-9999,C13 H24 O6,13,24,6,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
416,276.991686,276.9917104241595,276.99161786899907,3297396.3,-9999,570873.6,52.55,-1,0.33414426458697183,0.979944658913424,0,0.5879667953480544,9,0.8461538461538461,0.07692307692307693,S2 P1 O1,de-protonated,0,-9999,C13 H11 O1 P1 S2,13,11,1,-9999,1,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999
417,277.057478,277.0575023937885,277.0573749548991,6892669.5,-9999,767925.9,111.96,-1,0.4599729187588956,0.4811687677229843,0.89367660343270094,0.6461719020068709,3,1.6363636363636365,0.3636363636363637,S2 O4,de-protonated,0,-9999,C11 H18 O4 S2,11,18,4,-9999,-9999,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999
419,277.059679,277.0597033927725,277.0594967558291,98716800,-9999,695024.1,1629.49,-1,0.745821550327113,0.5817730041891184,0.96434980233136,0.734803723446015,4,1.6666666666666667,0.6666666666666666,N2 P1 O6,de-protonated,0,-9999,C9 H15 O6 N2 P1,9,15,6,2,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
420,277.144663,277.14468735354205,277.1445327350191,6669449.5,-9999,550964.4,108.27,-1,0.5578985139778054,0.955303198462652,0.9943983317900518,0.970941251793612,6,1.375,0.25,O4,de-protonated,0,-9999,C16 H22 O4,16,22,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
421,277.155949,277.1559733483322,277.1557661243091,1218443.1,-9999,515205.1,18.19,-1,0.7476807213522948,0.9035402536044432,0,0.542124152162666,6,1.4666666666666666,0.2,N2 O3,de-protonated,0,-9999,C15 H22 O3 N2,15,22,3,2,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
422,277.180955,277.1809793367889,277.1809182443691,1411342.6,-9999,699276.2,21.38,-1,0.22040629703343836,0.9912241504747892,0,0.5947344902848735,5,1.5294117647058822,0.17647058823529413,O3,de-protonated,0,-9999,C17 H26 O3,17,26,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
424,278.062006,278.06202993007713,278.0621397833491,1303240.8,-9999,570486.5,19.4,-1,-0.3950673473591655,0.9720770715220912,0,0.5832462429132547,3,1.8,0.4,N1 S1 P1 O4,de-protonated,0,-9999,C10 H18 O4 N1 P1 S1,10,18,4,1,1,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999
425,278.063099,278.0631229295726,278.06285159089913,6657801,-9999,578501.3,107.06,-1,0.975817776207648,0.5608822791903803,0.96434980233136,0.7222692884467721,4,1.875,0.75,13C1 N2 P1 O6,de-protonated,1,419,C8 H15 O6 N2 P1 13C1,8,15,6,2,1,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
426,278.147986,278.14800989038696,278.1478875700891,1205908.6,-9999,603631.1,17.81,-1,0.43976712866951245,0.9655172684088958,0.9943983317900518,0.9770696937613582,6,1.4666666666666666,0.26666666666666666,13C1 O4,de-protonated,1,420,C15 H22 O4 13C1,15,22,4,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
