Index,Mass,Calibrated_Mass,Calculated_Mass,Peak_Height,Peak_Area,Resolving_Power,S_N,Ion_Charge,Error_ppm,Error_Score,Isotopologue_Similarity,Confidence_Score,DBE,HtoC_ratio,OtoC_ratio,Heteroatom_Class,Ion_Type,Is_Isotopologue,Mono_Isotopic_Index,Molecular_Formula,C,H,O,N,P,S,13C,17O,18O,34S
118,309.175353,309.17542572039406,309.1754561973491,1099651.8,-9999,652262,16.07,-1,-0.09857494966580033,0.9982384127781908,0,0.5989430476669144,5,1.7333333333333334,0.06666666666666667,N4 S1 O1,de-protonated,0,-9999,C15 H26 O1 N4 S1,15,26,1,4,-9999,1,-9999,N/A,N/A,-9999
119,311.11354,311.11361269311243,311.1136265292691,1568326,-9999,591355.4,23.75,-1,-0.04447300109780706,0.9996411864990982,0,0.5997847118994589,6,1.3333333333333333,0.4666666666666667,O7,de-protonated,0,-9999,C15 H20 O7,15,20,7,-9999,-9999,-9999,-9999,N/A,N/A,-9999
119,311.11354,311.11361269311243,311.1134643379391,1568326,-9999,591355.4,23.75,-1,0.47685230741436296,0.9595803013412104,0,0.5757481808047261,1,2.5,0.1,N4 S2 P1 O1,de-protonated,0,-9999,C10 H25 O1 N4 P1 S2,10,25,1,4,1,2,-9999,N/A,N/A,-9999
120,311.150016,311.15008869259896,311.1500120386191,1184969.6,-9999,511183.2,17.46,-1,0.24635698829781633,0.9890479738015228,0,0.5934287842809136,5,1.5,0.375,O6,de-protonated,0,-9999,C16 H24 O6,16,24,6,-9999,-9999,-9999,-9999,N/A,N/A,-9999
121,311.168564,311.1686366923379,311.16863948322913,41022028,-9999,550362,670.35,-1,-0.00896906336373036,0.9995335435206548,0.990116217619886,0.9957666131603472,4,1.6470588235294117,0.17647058823529413,S1 O3,de-protonated,0,-9999,C17 H28 O3 S1,17,28,3,-9999,-9999,1,-9999,N/A,N/A,-9999
124,312.171929,312.17200167821466,312.17199431829914,7030450,-9999,551212.5,112.41,-1,0.02357647594379246,0.9995047912418228,0.990116217619886,0.995749361793048,4,1.75,0.1875,13C1 S1 O3,de-protonated,1,121,C16 H28 O3 S1 13C1,16,28,3,-9999,-9999,1,1,N/A,N/A,-9999
124,312.171929,312.17200167821466,312.1717505413991,7030450,-9999,551212.5,112.41,-1,0.804482837182487,0.444600374985838,0.8370420509349343,0.6015770453654765,9,1.2777777777777777,0.1111111111111111,N3 O2,de-protonated,0,-9999,C18 H23 O2 N3,18,23,2,3,-9999,-9999,-9999,N/A,N/A,-9999
126,313.129228,313.12930066473984,313.12927659372906,1774356.4,-9999,576243.3,26.92,-1,0.07687243762850339,0.9989283269262904,0,0.5993569961557742,5,1.4666666666666666,0.4666666666666667,O7,de-protonated,0,-9999,C15 H22 O7,15,22,7,-9999,-9999,-9999,-9999,N/A,N/A,-9999
127,313.16438900000003,313.1644616642449,313.1644353128291,1742872,-9999,626781.4,26.4,-1,0.08414562085948715,0.9991104356894484,0.990116217619886,0.9955127484616232,4,1.6470588235294117,0.17647058823529413,34S1 O3,de-protonated,1,121,C17 H28 O3 34S1,17,28,3,-9999,-9999,-9999,-9999,N/A,N/A,1
128,313.238439,313.23851166320264,313.23843312177905,1056159.8,-9999,573053.2,15.23,-1,0.2507400602406768,0.9886570382877946,0,0.5931942229726768,2,1.8888888888888888,0.2222222222222222,O4,de-protonated,0,-9999,C18 H34 O4,18,34,4,-9999,-9999,-9999,-9999,N/A,N/A,-9999
130,315.253957,315.2540296348324,315.2540831862391,1172851.6,-9999,526113.4,17.13,-1,-0.16986744826357617,0.9947779895827228,0,0.5968667937496337,1,2,0.2222222222222222,O4,de-protonated,0,-9999,C18 H36 O4,18,36,4,-9999,-9999,-9999,-9999,N/A,N/A,-9999
131,317.103124,317.1031966088037,317.1030618452391,950970.9,-9999,728787.4,13.52,-1,0.42498348595866975,0.967759549313773,0,0.5806557295882637,9,1.0588235294117647,0.35294117647058826,O6,de-protonated,0,-9999,C17 H18 O6,17,18,6,-9999,-9999,-9999,-9999,N/A,N/A,-9999
132,317.139358,317.13943060829376,317.1394473545891,4394175,-9999,545787.1,68.98,-1,-0.05280420165224925,0.997736874700586,0.9797463986121342,0.9905406842652054,8,1.2222222222222223,0.2777777777777778,O5,de-protonated,0,-9999,C18 H22 O5,18,22,5,-9999,-9999,-9999,-9999,N/A,N/A,-9999
133,318.142777,318.1428495941698,318.1428021896591,985645.2,-9999,685830,13.97,-1,0.14900387606076626,0.9959795518565896,0.9797463986121342,0.9894862905588072,8,1.2941176470588236,0.29411764705882354,13C1 O5,de-protonated,1,132,C17 H22 O5 13C1,17,22,5,-9999,-9999,-9999,1,N/A,N/A,-9999
134,319.082201,319.08227358094655,319.0823264003491,1018390,-9999,618792,14.5,-1,-0.16553534356574306,0.9950402923450152,0,0.5970241754070091,9,1,0.4375,O7,de-protonated,0,-9999,C16 H16 O7,16,16,7,-9999,-9999,-9999,-9999,N/A,N/A,-9999
134,319.082201,319.08227358094655,319.0821642090191,1018390,-9999,618792,14.5,-1,0.34277042007687203,0.9789069476112178,0,0.5873441685667307,4,1.9090909090909092,0.09090909090909093,N4 S2 P1 O1,de-protonated,0,-9999,C11 H21 O1 N4 P1 S2,11,21,1,4,1,2,-9999,N/A,N/A,-9999
135,319.118656,319.11872858043336,319.1187119096991,1441818.1,-9999,505453.2,21.33,-1,0.05223991467950946,0.99950494753797,0,0.599702968522782,8,1.1764705882352942,0.35294117647058826,O6,de-protonated,0,-9999,C17 H20 O6,17,20,6,-9999,-9999,-9999,-9999,N/A,N/A,-9999
136,319.240848,319.2409205787135,319.24075559731904,1139623.9,-9999,481693,16.45,-1,0.5167930208018537,0.95269505320543,0,0.5716170319232581,0,2.176470588235294,0.17647058823529413,P1 O3,de-protonated,0,-9999,C17 H37 O3 P1,17,37,3,-9999,1,-9999,-9999,N/A,N/A,-9999
137,321.097942,321.0980145525732,321.0979764648091,1867131.8,-9999,527800.2,28.19,-1,0.11861726603123418,0.9974502629740826,0,0.5984701577844496,8,1.125,0.4375,O7,de-protonated,0,-9999,C16 H18 O7,16,18,7,-9999,-9999,-9999,-9999,N/A,N/A,-9999
137,321.097942,321.0980145525732,321.09781427347906,1867131.8,-9999,527800.2,28.19,-1,0.6237323495889143,0.9318427816062111,0,0.5591056689637267,3,2.090909090909091,0.09090909090909093,N4 S2 P1 O1,de-protonated,0,-9999,C11 H23 O1 N4 P1 S2,11,23,1,4,1,2,-9999,N/A,N/A,-9999
138,321.134265,321.13433755206194,321.13436197415905,1899136,-9999,560030.3,28.71,-1,-0.0760494671528949,0.998951138070472,0,0.5993706828422831,7,1.2941176470588236,0.35294117647058826,O6,de-protonated,0,-9999,C17 H22 O6,17,22,6,-9999,-9999,-9999,-9999,N/A,N/A,-9999
139,321.170673,321.1707455515495,321.17074748350905,1035908.2,-9999,500671.3,14.77,-1,-0.00601536589051178,0.9999934343685568,0,0.5999960606211341,6,1.4444444444444444,0.2777777777777778,O5,de-protonated,0,-9999,C18 H26 O5,18,26,5,-9999,-9999,-9999,-9999,N/A,N/A,-9999
140,321.210433,321.2105055509898,321.21050429617907,2291592.8,-9999,432599.2,35.04,-1,0.00390650593260283,0.99999723095379,0,0.599998338572274,0,2.125,0.25,S1 O4,de-protonated,0,-9999,C16 H34 O4 S1,16,34,4,-9999,-9999,1,-9999,N/A,N/A,-9999
